ticker,name,sector,price_date, close_price, macd,stoch,RSI, dma_20_sd, bollinger
DTEA,DAVIDsTEA Inc.,Consumer Goods,Food - Major Diversified
MCC, Medley Capital Corporation Comm ,N/A,N/A
