ticker,name,price_date, close_price, macd long,macd short,RSI, Stoch,bolli
BJRI,BJ's Restaurants Inc. ,2017-06-14,40.6,-0.6363339349627495,-0.817319393157959,32.2438,14.5477,0.1581772578864234
BVN,Compania Mina Buenaventura S.A ,2017-06-14,11.27,-0.1236780658364296,-0.2923796623945236,35.9352,31.6656,0.1341280198294022
CDZI,Cadiz Inc. ,2017-06-14,13.15,-0.2040114551782608,-0.27250105142593384,26.7672,20.7635,0.21325751854555058
CVR,Chicago Rivet & Machine Co. Com ,2017-06-14,36.05,-0.27114027738571167,-0.4243813753128052,21.9307,16.8894,0.11784429098816618
DMLP,Dorchester Minerals L.P. ,2017-06-14,15,-0.09650957584381104,-0.1835436224937439,29.8897,9.6137,0.12051073341770371
IVAC,Intevac Inc. ,2017-06-14,11.8,-0.17535056173801422,-0.3688126616179943,34.1148,28.5149,0.14143496369571892
JVA,Coffee Holding Co. Inc. ,2017-06-14,4.35,-0.04490431025624275,-0.0812453031539917,29.7884,26.0331,0.11568445886874884
LMAT,LeMaitre Vascular Inc. ,2017-06-14,27.15,-0.5254160761833191,-1.0407092571258545,35.0135,32.8576,0.14785330308217073
LPTH,LightPath Technologies Inc. ,2017-06-14,2.61,-0.054536230862140656,-0.08826321410015225,37.9636,15.5849,0.20272165987856894
MAYS,J. W. Mays Inc. ,2017-06-14,33.55,-0.7194746732711792,-1.0422871112823486,17.5526,5.03958,0.24528254769224173
PHMD,PhotoMedex Inc. ,2017-06-14,1.25,-0.012475961819291115,-0.022969134151935577,35.8779,11.3636,0.19701950217720798
PLG,Platinum Group Metals Ltd. Ordi ,2017-06-14,1,-0.004237573593854904,-0.01849835366010666,34.2517,21.0145,0.1947518852021959
SCON,Superconductor Technologies Inc ,2017-06-14,1.57,-0.03784391423687339,-0.04963762313127518,36.4022,18.5387,0.22868133309049712
SSRI,Silver Standard Resources Inc ,2017-06-14,9.2,-0.016544535756111145,-0.06972149014472961,39.035,29.4468,0.12959592426636968
CRF, Cornerstone Total Return Fund   ,2017-06-14,14.98,-0.20625003799796104,-0.4280366003513336,17.4578,39.1043,0.12772470132415983
FIVE, Five Below  Inc. ,2017-06-14,48.65,-0.5388078093528748,-0.894852876663208,35.8965,32.0857,0.10706059511070647
HPQ, Hewlett-Packard Company Common  ,2017-06-14,17.4,-0.17117182910442352,-0.21018600463867188,28.6857,12.4961,0.12528877623298013
KMG, KMG Chemicals  Inc. Common Stoc ,2017-06-14,49.34,-1.1972954273223877,-2.0461395978927612,34.0144,25.296,0.20743475526296154
PGP, Pimco Global ,2017-06-14,17.54,-0.295170858502388,-0.536540612578392,30.4483,30.6543,0.1543719107380048
TCP, TC PipeLines  LP Common Units r ,2017-06-14,52.82,-0.4045618772506714,-0.5945210456848145,25.2702,6.31183,0.12324077072735175
TLLP, Tesoro Logistics LP Common Unit ,2017-06-14,49.43,-0.31511539220809937,-0.4021400213241577,23.5492,6.78416,0.10215080413406381
FINZ,ProShares UltraPro Short Financials,2017-06-14,13.2,-0.21358388662338257,-0.375074565410614,29.4894,2.59611,0.19048399295483137
SXE,Southcross Energy Partners L.P. ,2017-06-14,3.38,-0.049952439963817596,-0.06170511245727539,33.0363,11.5254,0.2496285087874146
SPHS,Sophiris Bio Inc. ,2017-06-14,2.19,-0.019595913589000702,-0.04674366116523743,28.8063,25.2186,0.17315225602654113
RESI,Altisource Residential Corporation ,2017-06-14,13.05,-0.08119992911815643,-0.1296394169330597,30.2525,21.9068,0.12142595885779035
ADXS,Advaxis Inc. ,2017-06-14,6.77,-0.15516765415668488,-0.2923352122306824,29.4884,6.93158,0.24122957616149562
VLP,Valero Energy Partners LP ,2017-06-14,42.46,-0.26054590940475464,-0.4267146587371826,26.6723,11.585,0.10839923438306237
GNCA,Genocea Biosciences Inc. ,2017-06-14,5.26,-0.07952670007944107,-0.19064778089523315,28.4607,26.3744,0.22089628378318743
AMZA,InfraCap MLP ETF ,2017-06-14,9.57,-0.046561673283576965,-0.05677390098571777,28.1361,11.6488,0.11208106484834898
KMPH,KemPharm  Inc.,2017-06-14,3.75,-0.041601285338401794,-0.1048942357301712,32.8182,20.3704,0.17194390686306246
