ticker,name,sector,price_date, close_price, macd,stoch,RSI, dma_20_sd, bollinger
ISNS,Image Sensing Systems Inc. ,Technology,2016-02-22,2.88,-0.0126215815544128,15.1454,29.8062,0.0750478,0.300191193819046
PRGO,Perrigo Company ,Healthcare,2016-02-22,124.08,-3.04516267776489,31.5814,29.4112,6.54317,26.172679901123
REDF,Rediff.com India Limited ,Technology,2016-02-22,0.47,-0.00645144283771515,37.747,29.9961,0.0544094,0.217637747526169
SWM,Schweitzer-Mauduit Internationa ,Consumer Goods,2016-02-22,33.3,-1.75049102306366,53.1507,25.8358,2.36975,9.47900104522705
TRN,Trinity Industries Inc. Common ,Services,2016-02-22,16.37,-1.18005192279816,40.3165,25.9123,1.70804,6.83215236663818
FUE, AB Svensk Ekportkredit (Swedish ,N/A,2016-02-22,7.25,-0.0509112626314163,6.66679,13.6366,0.0675677,0.270270645618439
SSH, Sunshine Heart Inc ,N/A,2016-02-22,0.69,-0.04251728951931,9.85173,23.3309,0.117981,0.471922636032104
EMM,SPDR Dow Jones Mid Cap ETF,US Equity ETF,2016-02-22,0.04,0,1.38778e-13,5.58303,0.00784219,0.0313687734305859
RIBT,RiceBran Technologies ,Consumer Goods,2016-02-22,1.33,-0.0729984939098358,5.31135,23.7739,0.200729,0.802917301654816
CMRX,Chimerix Inc. ,Healthcare,2016-02-22,4.55,0.016533374786377,53.93,25.164,0.919475,3.677898645401
DCNG,iPath Seasonal Natural Gas ETN ,N/A,2016-02-22,14,-0.283805251121521,-9.60492e-12,4.75629,0.389135,1.55653953552246
LLSC,Direxion Daily Small Cap 1.25X,,2016-02-22,21.07,-0.729357838630676,4.91496,5.56961,1.51881,6.07522869110107
CPSH,CPS TECHNOLOGIES CP,Technology,2016-02-22,1.49,-0.110193535685539,16.0794,20.4849,0.212882,0.851527035236359
