ticker,name,sector,price_date, close_price, macd,stoch,RSI, dma_20_sd, bollinger
ADTN,ADTRAN Inc. ,Technology,2015-12-17,17.52,0.20513379573822,67.0031,71.3905,0.531958,2.12783002853394
CBPO,China Biologic Products Inc. ,Healthcare,2015-12-17,131.69,2.17122077941895,81.4103,72.1371,5.02403,20.0961303710938
CETV,Central European Media Enterpri ,Services,2015-12-17,2.7,0.0700460374355316,88.9102,80.6214,0.166604,0.666416168212891
EDE,Empire District Electric Compan ,Utilities,2015-12-17,26.76,0.708382725715637,77.6239,79.4963,1.49599,5.98397636413574
GIGM,GigaMedia Limited ,Technology,2015-12-17,2.74,0.516310811042786,32.7367,92.905,0.62169,2.48675870895386
INS,Intelligent Systems Corporation ,Technology,2015-12-17,3.2,0.0479650497436523,67.7914,74.9566,0.0705916,0.282366514205933
IRBT,iRobot Corporation ,Consumer Goods,2015-12-17,36.95,0.628058910369873,93.0996,79.107,1.54302,6.17207050323486
ISS,iSoftStone Holdings Limited Ame ,Technology,2015-12-17,0.1,,100,99.9473,0.0328198,0.131279096007347
JRJC,China Finance Online Co. Limite ,Technology,2015-12-17,6.05,0.392877519130707,65.5398,74.3404,0.625854,2.50341749191284
MLP,Maui Land & Pineapple Company  ,Financial,2015-12-17,6.1,0.148787528276443,56.7924,82.5902,0.226976,0.90790319442749
MLVF,Malvern Federal Bancorp Inc. ,Financial,2015-12-17,17.39,0.12630307674408,84.3386,78.47,0.44687,1.78748178482056
MNRK,Monarch Financial Holdings Inc ,Financial,2015-12-17,17.01,0.783336505293846,27.951,81.9789,0.931554,3.72621774673462
PRTS,U.S. Auto Parts Network Inc. ,Services,2015-12-17,2.75,0.0845529958605766,62.6094,72.4878,0.115497,0.461986392736435
RBCN,Rubicon Technology Inc. ,Technology,2015-12-17,1.25,0.0642939889803529,92.3465,71.1094,0.123756,0.495025455951691
SCHS,School Specialty Inc. ,Services,2015-12-17,0.1,,100,99.7341,0.00348927,0.0139570711180568
SGMA,SigmaTron International Inc. ,Technology,2015-12-17,7.69,0.238732367753983,90.17,74.5381,0.474372,1.89748895168304
SIFI,SI Financial Group Inc. ,Financial,2015-12-17,13.57,0.131426453590393,86.2438,74.0313,0.216216,0.864862382411957
SVN,7 Days Group Holdings Limited A ,Services,2015-12-17,4400,,100,70.3018,285.232,1140.92944335938
TCO,Taubman Centers Inc. Common St ,Financial,2015-12-17,75.23,9.31924724578857,41.173,82.7252,10.8114,43.245418548584
AGRO, Adecoagro S.A. Common Shares ,Consumer Goods,2015-12-17,12.31,0.318556666374207,75.7301,74.9487,0.461783,1.84713125228882
BHV, BlackRock Virginia Municipal Bo ,Financial,2015-12-17,18.64,0.219445019960403,72.0822,70.0175,0.442124,1.7684953212738
DDP, DB Commodity DB Commodity Short ,N/A,2015-12-17,59.3,1.43851387500763,33.3333,88.567,2.1647,8.65879344940186
DEE, DB Commodity DB Commodity Doubl ,N/A,2015-12-17,103.16,3.7868127822876,95.7601,88.6353,7.25345,29.0138072967529
EIV, Eaton Vance Municipal Bond Fund ,Financial,2015-12-17,13.18,0.0871267318725586,80.5817,71.0008,0.158427,0.633709847927094
HGR, Hanger  Inc. Common ,Healthcare,2015-12-17,17.53,0.467036664485931,80.3574,75.8181,0.846376,3.38550448417664
HMST, HomeStreet  Inc. ,Financial,2015-12-17,23.37,0.294087797403336,79.1745,73.4064,0.640757,2.56302618980408
HPY, Heartland Payment Systems  Inc. ,Services,2015-12-17,94.42,2.68611240386963,57.0579,78.5632,5.50837,22.0334606170654
IESC, Integrated Electrical Services  ,Industrial Goods,2015-12-17,9.42,0.313234865665436,63.9066,81.1591,0.608581,2.43432474136353
PGRX, Prospect Global Resources Inc. ,Basic Materials,2015-12-17,0.04,0.00497042806819081,100,86.5277,0.00597704,0.023908156901598
SCTY,SolarCity Corporation ,Technology,2015-12-17,57.26,4.56619548797607,87.4779,83.289,8.06396,32.2558288574219
ARIS,ARI Network Services Inc. ,Technology,2015-12-17,4.56,0.0839287489652634,80.212,73.2917,0.210135,0.840541839599609
AMRK,A-Mark Precious Metals Inc. ,Financial,2015-12-17,18.33,0.345117330551147,80.5695,75.5991,0.944638,3.77855038642883
CAMBU,Cambridge Capital Acquisition C ,N/A,2015-12-17,10.6,0.0627320408821106,43.9395,81.3371,0.0939584,0.375833779573441
CFRX,ContraFect Corporation,Healthcare,2015-12-17,5.1,0.415502123534679,53.7236,70.0444,0.49375,1.97499823570251
FFWM,First Foundation Inc.,Financial,2015-12-17,24.62,,76.9975,71.2862,0.515877,2.06350684165955
FMBH,First Mid-Illinois Bancshares,Financial,2015-12-17,26.49,0.486882209777832,77.2153,81.896,1.26856,5.07423543930054
FSNN,Fusion Telecommunications Inter,Technology,2015-12-17,3.44,0.135404765605927,25.8179,74.1623,0.402172,1.60868692398071
RWLK,ReWalk Robotics Ltd,Healthcare,2015-12-17,11,0.941994786262512,21.2041,76.4295,1.20926,4.83705759048462
SEDG,SolarEdge Technologies  Inc.,Technology,2015-12-17,26.08,1.53552603721619,88.7085,75.9404,2.24051,8.96205425262451
RUN,Sunrun,N/A,2015-12-17,12.71,1.08176636695862,79.036,81.8988,1.64536,6.58143281936646
