AMAT,Applied Materials Inc. ,Bullish
AMT,American Tower Corporation (REI ,Bullish
APC,Anadarko Petroleum Corporation  ,Bullish
CBS,CBS Corporation Class B Common  ,Bullish
CVX,Chevron Corporation Common Stoc ,Bullish
DD,E.I. du Pont de Nemours and Com ,Bullish
DUK,Duke Energy Corporation (Holdin ,Bullish
GIS,General Mills Inc. Common Stoc ,Bullish
LUV,Southwest Airlines Company Comm ,Bullish
MO,Altria Group Inc. ,Bullish
NSC,Norfolk Southern Corporation Co ,Bullish
PCP,Precision Castparts Corporation ,Bullish
RAI,Reynolds American Inc Common St ,Bullish
RTN,Raytheon Company Common ,Bullish
WMT,Wal-Mart Stores Inc. Common St ,Bullish
XOM,Exxon Mobil Corporation Common  ,Bullish
YHOO,Yahoo! Inc. ,Bullish
BLK,BlackRock Inc,Bullish
HCN, Health Care REIT  Inc. Common S ,Bullish
KMI, Kinder Morgan  Inc. Common Stoc ,Bullish
FOXA,Twenty-First Century Fox Inc. ,Bullish
ALXN,Alexion Pharmaceuticals Inc. ,Bearish
CI,Cigna Corporation Common ,Bearish
FDX,FedEx Corporation Common ,Bearish
SCHW,Charles Schwab Corporation (The ,Bearish
