ticker,name,price_date, close_price, macd long,macd short,RSI, Stoch,bolli
ALN,American Lorain Corporation Com ,2016-07-20,0.94,-0.018627537414431572,-0.030739493668079376,24.3671,11.3109,0.2452336159103729
CBK,Christopher & Banks Corporation ,2016-07-20,1.94,-0.030794061720371246,-0.0504896342754364,37.0278,6.61999,0.20027165128175536
MTEX,Mannatech Incorporated ,2016-07-20,17.82,-0.26445046067237854,-0.4739341735839844,31.3977,28.684,0.20412026181986306
PESI,Perma-Fix Environmental Service ,2016-07-20,4.6,-0.08510048501193523,-0.10661541670560837,33.3918,8.06111,0.17935771857135277
PGH,Pengrowth Energy Corporation ,2016-07-20,1.58,-0.025953060947358608,-0.045848313719034195,35.8489,15.698,0.1860135933029968
SA,Seabridge Gold Inc. Ordinary S ,2016-07-20,12.04,-0.2864335924386978,-0.542212225496769,31.1703,5.57695,0.241829900328584
TAC,TransAlta Corporation Ordinary  ,2016-07-20,4.66,-0.04566172510385513,-0.08013966679573059,32.4449,19.6967,0.14018725919037997
UG,United-Guardian Inc. ,2016-07-20,15.13,-0.08359745144844055,-0.1617322564125061,29.073,15.9201,0.11809003648284612
UUU,Universal Security Instruments ,2016-07-20,3.16,-0.04569333791732788,-0.09929133951663971,37.2239,12.4171,0.20088327468314288
TKF, Turkish Investment Fund  Inc. ( ,2016-07-20,7.92,-0.06848055124282837,-0.22582222800701857,36.5555,38.4097,0.14857970440998058
TUR,iShares MSCI Turkey Investable Market Index Fund ETF,2016-07-20,36.05,-0.3342155345744686,-1.169142097234726,34.7046,37.4699,0.16557254478171998
LE,Lands' End Inc. ,2016-07-20,14.8,-0.09454110264778137,-0.3055843114852905,33.723,8.55362,0.16434581143498603
MDSY,BluePhoenix Solutions Ltd.,2016-07-20,1.35,-0.017301082611083984,-0.03267594426870346,34.4781,10.7407,0.1681762443005642
