ticker,name,sector,price_date, close_price, macd,stoch,RSI, dma_20_sd, bollinger
BOOT,LaCrosse Footwear Inc. ,Consumer Goods,2016-04-08,6.75,0,11.6632,28.2941,0.865495,3.46198153495789
CREE,Cree Inc. ,Technology,2016-04-08,24.15,-1.11998951435089,21.9106,25.9032,1.82236,7.28943729400635
ETRM,EnteroMedics Inc. ,Healthcare,2016-04-08,0.77,-0.033379003405571,9.26011,24.8642,0.109328,0.437310427427292
FSLR,First Solar Inc. ,Technology,2016-04-08,60.63,-1.53526282310486,5.63309,29.3981,3.82095,15.2838001251221
GPS,Gap Inc. (The) Common ,Services,2016-04-08,23.85,-1.1925455108285,21.3216,23.6562,1.592,6.36799335479736
LB,L.B. Foster Company ,Services,2016-04-08,80.5,-1.32839894294739,21.0078,29.8798,1.76858,7.07430076599121
M,Macy's Inc Common ,Services,2016-04-08,39.68,-0.812483608722687,8.54148,29.1842,1.40167,5.6066722869873
RECN,Resources Connection Inc. ,Services,2016-04-08,13.19,-0.437754459679127,32.9971,28.8186,0.607782,2.43112754821777
SEAC,SeaChange International Inc. ,Technology,2016-04-08,3.82,-0.302324384450912,74.8771,19.8029,0.397205,1.5888204574585
SKX,Skechers U.S.A. Inc. Common St ,Consumer Goods,2016-04-08,26.7,-0.66349720954895,7.41611,27.9881,1.88355,7.53418731689453
UA,Under Armour Inc. Class A Comm ,Consumer Goods,2016-04-08,43.54,-7.58142197132111,64.1003,14.8901,8.65138,34.605525970459
WILC,G. Willi-Food International  L ,Consumer Goods,2016-04-08,3.61,-0.0277320519089699,66.875,18.53,0.0413048,0.165219381451607
HOFT, Hooker Furniture Corporation ,Consumer Goods,2016-04-08,26.66,-1.60002335906029,28.7059,29.4257,2.1461,8.58438777923584
LD, iPath DJ-UBS Lead Subindex Tota ,N/A,2016-04-08,32.35,-0.958265542984009,68.6538,20.711,3.05448,12.2179231643677
MCBK, Madison County Financial  Inc. ,N/A,2016-04-08,19,-0.131350457668304,2.64182,11.4801,0.427778,1.71111142635345
TYBS, Direxion Daily 20 Year Treasury ,N/A,2016-04-08,20.25,-0.122745841741562,13.8709,23.9421,0.286288,1.14515364170074
YCS,ProShares UltraShort Yen ETF,Commodity Based ETF,2016-04-08,70.65,-0.934172868728638,10.1849,24.8405,2.11603,8.46412372589111
QLT,QuantShares U.S. Market Neutral Quality Fund ETF,US Equity ETF,2016-04-08,1.5,0,6.64251,23.9425,0.224839,0.899356305599213
VRD,SPDR S&P VRDO Municipal Bond ETF,Fixed Income ETF,2016-04-08,0.14,0.138197660446167,1.23457,3.81446,0.0287646,0.115058280527592
MICT,Micronet Enertec Technologies Inc. ,Industrial Goods,2016-04-08,1.87,-0.0254069827497005,53.7931,29.6946,0.0591605,0.23664191365242
JCAP,Jernigan Capital  Inc.,Financial,2016-04-08,12.14,-0.578242778778076,16.3663,27.459,1.04464,4.17854070663452
