108,14
171,291
202,305
175,446
171,598
256,662
244,755
157,1232
258,1271
173,1465
246,1719
193,1738
218,1952
253,2117
83,2474
162,2493
11,3248
74,3794
127,4036
117,4039
18,4040
183,4045
42,4046
8,4049
21,4050
86,4052
23,4057
145,4059
193,4063
104,4067
157,4068
12,4070
64,4076
11,4080
237,4081
127,4091
167,4096
173,4098
14,4100
105,4103
185,4114
232,4117
105,4127
49,4133
218,4135
16,4148
22,4154
81,4155
165,4171
90,4177
56,4181
128,4183
132,4184
148,4190
22,4214
118,4216
40,4220
233,4222
148,4226
76,4236
11,4240
182,4247
105,4251
184,4254
173,4255
123,4262
241,4268
67,4272
129,4282
238,4286
88,4291
237,4292
2,4294
173,4299
105,4307
152,4318
59,4320
59,4322
118,4323
144,4324
63,4334
105,4340
182,4341
189,4351
134,4358
64,4365
182,4366
237,4383
70,4402
17,4412
223,4417
170,4422
94,4423
70,4424
182,4425
17,4427
139,4433
126,4441
71,4450
79,4461
60,4463
8,4465
85,4470
146,4475
129,4476
65,4480
182,4484
85,4486
152,4495
189,4503
116,4508
123,4509
84,4520
10,4528
97,4534
138,4549
70,4560
228,4565
13,4566
128,4580
164,4605
10,4629
252,4636
193,4657
146,4661
253,4672
177,4677
179,4690
118,4694
86,4697
101,4715
186,4720
29,4723
120,4730
219,4732
12,4755
211,4766
105,4767
50,4769
129,4797
168,4834
178,4844
60,4872
65,4882
100,4909
76,4910
149,4915
22,4917
59,4918
18,4947
11,4986
118,5008
236,5047
243,5051
128,5057
222,5060
238,5061
237,5066
105,5069
117,5072
127,5076
141,5081
243,5095
243,5096
221,5103
17,5116
64,5124
127,5128
7,5143
236,5148
150,5149
221,5152
223,5159
29,5162
69,5171
8,5174
182,5182
63,5186
250,5193
10,5194
17,5195
218,5198
257,5199
241,5202
54,5205
17,5206
147,5208
54,5209
94,5213
105,5215
13,5217
218,5219
151,5223
52,5227
222,5231
135,5236
236,5237
54,5241
118,5243
147,5251
118,5261
94,5263
147,5276
59,5277
236,5281
118,5288
193,5290
132,5293
138,5297
118,5299
185,5308
157,5314
118,5342
129,5365
63,5369
247,5370
66,5378
241,5393
217,5435
65,5443
239,5444
161,5458
138,5480
229,5483
229,5491
105,5494
207,5498
241,5503
117,5504
105,5505
70,5509
133,5514
122,5525
106,5526
182,5532
54,5540
132,5543
190,5576
171,5581
147,5583
105,5584
56,5589
138,5591
51,5609
20,5611
153,5612
11,5618
196,5622
13,5628
160,5634
11,5639
128,5642
148,5643
182,5645
246,5647
105,5650
123,5652
141,5653
222,5658
210,5659
153,5668
147,5669
44,5670
105,5672
182,5683
134,5686
94,5688
182,5692
10,5703
163,5708
187,5714
20,5721
106,5722
218,5723
68,5724
133,5732
140,5733
170,5742
200,5745
176,5747
11,5748
125,5757
198,5760
65,5763
179,5770
22,5772
227,5780
82,5782
20,5787
165,5788
118,5789
143,5791
52,5793
254,5802
122,5813
220,5818
224,5822
105,5828
98,5830
84,5835
252,5839
46,5840
133,5842
182,5879
182,5887
105,5890
35,5895
182,5902
244,5904
148,5908
169,5912
151,5919
152,5928
190,5934
8,5936
117,5944
11,5947
191,5951
151,5955
117,5961
221,5964
50,5966
20,5967
166,5988
158,5990
258,5998
217,5999
105,6000
190,10001
73,10004
108,10005
27,10011
73,10016
49,10038
173,10056
173,10059
36,10060
175,10065
175,10072
173,10077
170,10079
176,10116
169,10117
170,10119
18,10128
18,10129
223,10146
133,10153
225,10154
225,10155
239,10158
70,10160
118,10174
116,10176
147,10177
118,10178
147,10179
147,10180
84,10225
59,10226
176,10241
170,10242
128,10243
94,10244
176,10254
173,10256
170,10263
133,10291
144,10292
257,10293
175,10294
144,10308
141,10309
173,10318
185,10333
180,10334
257,10348
190,10351
190,10358
189,10362
257,10364
180,10366
181,10368
175,10369
195,10371
181,10373
195,10374
257,10376
180,10378
190,10382
31,10384
190,10386
186,10387
186,10388
186,10389
186,10390
186,10391
199,10394
185,10395
181,10396
193,10408
189,10413
190,10423
255,10425
200,10427
173,10488
206,10491
204,10492
116,10497
139,10500
153,10508
144,10510
129,10515
212,10517
213,10518
70,10520
206,10524
212,10527
174,10533
249,10546
242,10550
242,10552
116,10553
167,10557
249,10642
249,10643
249,10645
249,10649
170,10659
170,10660
197,10661
199,10666
200,10684
189,10686
200,10690
228,10691
73,10694
70,10712
180,10758
73,10760
180,10765
147,10766
73,10768
70,10776
94,10819
255,10843
141,10851
228,10871
90,10873
90,10874
165,10900
169,10901
200,10906
128,10958
258,11027
162,11034
