price_date,close_price,dma_10,dma_50,dma_200,ema_12,ema_26,ema_diff,ema_macd_9,signalstrength1,signalstrength2
2012-07-20,89.24,71.85,65.268,,74.2426,70.5156,3.72704,2.20839,-68.767289161966,-40.7468114842859
2012-07-19,93.9,70.298,64.627,,71.5158,69.0176,2.49825,1.82873,-36.6109407523184,-26.799420713086
2012-07-18,66.38,68.59,63.906,,67.446,67.027,0.418945,1.66135,74.7828242087666,296.55511318109
2012-07-17,62.24,69.454,63.7182,,67.6398,67.0788,0.56102,1.97195,71.5499653334844,251.493420560557
2012-07-16,65.85,70.462,63.5948,,68.6216,67.4659,1.15565,2.32468,50.287941353929,101.158436652077
2012-07-13,66.07,70.959,63.4206,,69.1255,67.5952,1.53036,2.61694,41.5207323100611,71.000773351347
2012-07-12,66.19,71.023,63.2566,,69.6811,67.7172,1.96392,2.88858,32.0107702768488,47.0821193403648
2012-07-11,66.2,71.251,63.081,,70.3159,67.8394,2.47642,3.11974,20.6210282230115,25.9779482668852
2012-07-10,69.03,71.452,62.9288,,71.0642,67.9706,3.09359,3.28057,5.69974327248546,6.04425000554894
2012-07-09,73.4,71.373,62.7012,,71.4341,67.8859,3.5482,3.32732,-6.6384480364855,-6.22519190659471
2012-07-06,73.72,70.966,62.3528,,71.0767,67.4448,3.63188,3.2721,-10.9953010736729,-9.90609599443742
2012-07-05,76.82,70.194,62.0072,,70.5961,66.9428,3.65334,3.18216,-14.8066417806058,-12.8970254254986
2012-07-03,75.02,69.571,61.5808,,69.4645,66.1526,3.3119,3.06437,-8.0775183328162,-7.47381921552095
2012-07-02,72.32,69.284,61.2578,,68.4544,65.4432,3.01119,3.00249,-0.289699987445778,-0.288863150933787
2012-06-29,70.82,69.205,61.0418,,67.7516,64.8931,2.85854,3.00032,4.72550699736504,4.95988679492038
2012-06-28,66.71,68.796,60.9436,,67.1937,64.4189,2.77486,3.03576,8.59421950282434,9.40227134003838
2012-06-27,68.47,68.625,60.476,,67.2817,64.2356,3.0461,3.10098,1.76986761878892,1.80175632047448
2012-06-26,68.21,68.261,59.9756,,67.0657,63.8969,3.16871,3.1147,-1.73405449032598,-1.70449757361324
2012-06-25,68.24,67.977,59.444,,66.8576,63.5519,3.3057,3.1012,-6.59430557732742,-6.18635821267551
2012-06-22,69.33,67.463,58.902,,66.6062,63.1768,3.42947,3.05007,-12.4391841394159,-11.0630330828372
2012-06-21,66,66.694,58.3492,,66.111,62.6845,3.42648,2.95522,-15.946516964596,-13.7533385064644
2012-06-20,70.59,66.106,57.8558,,66.1312,62.4193,3.71185,2.83741,-30.8180852637098,-23.5579699867837
2012-06-19,72.15,65.197,57.2452,,65.3205,61.7657,3.55478,2.6188,-35.7409627634746,-26.3302705652327
2012-06-18,71.53,63.782,56.6362,,64.0788,60.935,3.14377,2.3848,-31.8251232056513,-24.1419256297627
2012-06-15,66.73,62.409,56.0556,,62.724,60.0874,2.63656,2.19506,-20.1136733425063,-16.7455317806756
2012-06-14,65,61.506,55.544,,61.9956,59.556,2.43963,2.08468,-17.0266428462862,-14.5493730591337
2012-06-13,64.83,61.051,55.0772,,61.4494,59.1205,2.32898,1.99594,-16.6858486314231,-14.2998048410556
2012-06-12,65.37,60.537,54.6228,,60.8348,58.6637,2.17108,1.91268,-13.5099184946976,-11.9019718046302
2012-06-11,63.1,60.014,54.152,,60.0102,58.1272,1.88297,1.84808,-1.88753218362964,-1.85256443372069
2012-06-08,61.64,59.606,53.723,,59.4484,57.7294,1.71893,1.83936,6.5473201109005,7.00602713444946
2012-06-07,60.12,59.288,53.3274,,59.0499,57.4166,1.6333,1.86947,12.6330598051273,14.4597713699817
2012-06-06,61.5,59.2,52.9632,,58.8553,57.2003,1.65507,1.92851,14.178952340885,16.521532569964
2012-06-05,58,58.956,52.5586,,58.3745,56.8563,1.51821,1.99687,23.970292746801,31.5275352395789
2012-06-04,57.8,59.009,52.2,,58.4426,56.7648,1.67775,2.11653,20.7307854041627,26.1523789656058
2012-06-01,57.7,58.641,51.8418,,58.5594,56.682,1.87732,2.22622,15.6723581346339,18.5850781403987
2012-05-31,60.45,58.349,51.4982,,58.7156,56.6006,2.11499,2.31344,8.57804313642155,9.38291350427104
2012-05-30,59.69,58.113,51.0664,,58.4003,56.2927,2.1076,2.36305,10.80989839721,12.1200651226434
2012-05-29,60.14,57.961,50.6686,,58.1658,56.0209,2.14491,2.42691,11.6197562912127,13.1474589835934
2012-05-25,59.02,57.772,50.2468,,57.8069,55.6914,2.11548,2.49741,15.292879503819,18.0538299664059
2012-05-24,58.46,57.672,49.841,,57.5863,55.4251,2.16125,2.59289,16.6468742347961,19.9715056657724
2012-05-23,59.24,57.542,49.4308,,57.4275,55.1823,2.24514,2.7008,16.8713092976413,20.2954108324031
2012-05-22,59.06,57.337,48.9812,,57.0979,54.8577,2.24025,2.81471,20.4091966586497,25.6426569425595
2012-05-21,58.53,57.216,48.5116,,56.7412,54.5215,2.21975,2.95833,24.9662318772368,33.2733281319278
2012-05-18,54.12,57.062,48.0546,,56.416,54.2008,2.21512,3.14298,29.5216811819796,41.8876069649257
2012-05-17,54.78,57.257,47.693,,56.8334,54.2073,2.62605,3.37495,22.1898972487823,28.5180156100424
2012-05-16,58.09,57.493,47.3094,,57.2067,54.1615,3.04522,3.56217,14.5122841887252,16.9758708031958
2012-05-15,58.17,57.471,46.8534,,57.0461,53.8472,3.19883,3.69141,13.3439553655052,15.3987588768775
2012-05-14,58.25,57.395,46.412,,56.8417,53.5014,3.34027,3.81456,12.4336038265397,14.1990585085972
2012-05-11,58.02,57.429,46.0002,,56.5856,53.1215,3.46412,3.93313,11.9246808535143,13.5391855165252
2012-05-10,57.16,57.392,45.5958,,56.3248,52.7296,3.59521,4.05038,11.2375442328217,12.6602448475486
2012-05-09,57.19,57.274,45.216,,56.173,52.3752,3.79782,4.16417,8.79760244647198,9.64624032093952
2012-05-08,57.85,57.199,44.8388,,55.9881,51.99,3.99812,4.25576,6.05384260977284,6.443949149114
2012-05-07,56.99,56.964,44.4436,,55.6496,51.5212,4.12841,4.32017,4.43879301809824,4.64497379039896
2012-05-04,56.07,57.152,44.079,,55.4059,51.0837,4.32215,4.36811,1.05214827296623,1.06333614586073
2012-05-03,57.14,57.697,43.7168,,55.2851,50.6848,4.60025,4.3796,-5.03800291158407,-4.79636205176599
2012-05-02,57.87,58.574,43.3306,,54.9478,50.1684,4.77938,4.32444,-10.5203219759621,-9.51890275731391
2012-05-01,57.41,57.12,42.9226,,54.4165,49.5523,4.86416,4.2107,-15.5189872901673,-13.4341441647041
2012-04-30,58.59,55.724,42.5314,,53.8722,48.9237,4.94848,4.04734,-22.265173667061,-18.2105607011945
2012-04-27,57.65,54.028,42.115,,53.0144,48.1504,4.86406,3.82205,-27.2631366724954,-21.4226502546889
2012-04-26,55.98,52.377,41.7242,,52.1716,47.3904,4.78126,3.56155,-34.2467222489434,-25.510285595977
2012-04-25,56.44,50.948,41.3568,,51.4792,46.7032,4.77593,3.25662,-46.6530143757569,-31.8118346045188
2012-04-24,55.5,49.437,40.9702,,50.5772,45.9243,4.65298,2.87679,-61.7423591654088,-38.1732772317651
2012-04-23,58.87,47.893,40.5934,,49.6822,45.1582,4.52396,2.43274,-85.9613621297753,-46.225388513656
2012-04-20,61.52,46.176,40.1516,,48.0117,44.0613,3.95036,1.90994,-106.832232077187,-51.6516362098335
2012-04-19,65.91,44.274,39.658,,45.5556,42.6646,2.89097,1.39983,-106.522219541588,-51.5790600052781
2012-04-18,43.33,41.798,39.0794,,41.8548,40.805,1.04982,1.02705,-2.21644918941211,-2.1683879717881
2012-04-17,43.45,41.631,38.96,,41.5866,40.603,0.983639,1.02136,3.69321739674434,3.83484661922398
2012-04-16,41.63,41.497,38.8414,,41.2478,40.3752,0.872604,1.03079,15.3462904755533,18.1283142366272
2012-04-13,41.14,41.517,38.7502,,41.1783,40.2748,0.903515,1.07034,15.5857898445652,18.4634670109056
2012-04-12,41.69,41.568,38.6658,,41.1853,40.2056,0.979713,1.11204,11.8993325369172,13.5065180316635
2012-04-11,41.33,41.585,38.5656,,41.0935,40.0868,1.00674,1.14512,12.0845771745064,13.7456850983854
2012-04-10,40.06,41.643,38.4602,,41.0505,39.9873,1.06319,1.17972,9.87757715290892,10.9601771022823
2012-04-09,41.7,41.764,38.3822,,41.2306,39.9815,1.24916,1.20885,-3.33449303351534,-3.22689252700338
2012-04-05,42.5,41.601,38.273,,41.1453,39.844,1.30132,1.19877,-8.55502613117847,-7.88081992706678
2012-04-04,41.15,41.34,38.0462,,40.899,39.6315,1.26755,1.17313,-8.04830950960988,-7.44880650714305
2012-04-03,41.66,41.277,37.8618,,40.8534,39.51,1.34336,1.14953,-16.8622847388867,-14.4291931109881
2012-04-02,42.11,40.997,37.6556,,40.7067,39.338,1.36877,1.10107,-24.312665498689,-19.5576737102024
2012-03-30,41.83,40.766,37.4858,,40.4516,39.1162,1.33541,1.03415,-29.1314671265902,-22.559541663096
2012-03-29,41.65,40.488,37.3242,,40.201,38.8991,1.30189,0.958833,-35.7783072469476,-26.3505326973002
2012-03-28,41.86,40.196,37.1638,,39.9375,38.679,1.25856,0.873069,-44.1531700891009,-30.6293438165875
2012-03-27,41.91,39.805,36.9838,,39.588,38.4245,1.16345,0.776696,-49.794632558732,-33.2419337783738
2012-03-26,41.27,39.29,36.8112,,39.1658,38.1457,1.02004,0.680007,-50.0046456068162,-33.3353979835302
2012-03-23,40.07,38.721,36.6596,,38.7832,37.8958,0.887337,0.594999,-49.1325750669677,-32.9455687631658
2012-03-22,39.89,38.282,36.533,,38.5492,37.7219,0.827332,0.521914,-58.5186205406388,-36.9159284512173
2012-03-21,40.52,37.897,36.4052,,38.3054,37.5484,0.756935,0.44556,-69.8840694756418,-41.1363288455142
2012-03-20,38.86,37.405,36.2712,,37.9027,37.3107,0.592003,0.367716,-60.9946756067089,-37.8861446050003
2012-03-19,39.8,37.048,36.1574,,37.7287,37.1868,0.541939,0.311644,-73.8968546617104,-42.4946470742472
2012-03-16,39.05,36.678,36.0204,,37.3521,36.9777,0.374424,0.25407,-47.3706361674577,-32.1438770974907
2012-03-15,38.73,36.539,35.8866,,37.0434,36.8119,0.231419,0.223981,-3.32046072096875,-3.21374943336355
2012-03-14,37.95,36.446,35.773,,36.7367,36.6585,0.0781784,0.222122,64.8038555354895,184.122029618425
2012-03-13,36.76,36.468,35.6638,,36.5161,36.5552,-0.0391312,0.258108,115.160761756044,-759.597463565022
2012-03-12,35.58,36.625,35.5772,,36.4717,36.5388,-0.0671196,0.332418,120.191345126799,-595.261704319409
2012-03-09,35.68,36.876,35.511,,36.6338,36.6155,0.018322,0.432302,95.7617612119086,2259.47064334791
2012-03-08,36.04,37.184,35.4532,,36.8072,36.6903,0.116932,0.535797,78.1760714743805,358.212644357812
2012-03-07,35.6,37.376,35.3768,,36.9467,36.7423,0.204426,0.640513,68.0840585935566,213.323046707347
2012-03-06,35.29,37.599,35.3186,,37.1916,36.8337,0.357944,0.749535,52.2444726942436,109.399844670851
2012-03-05,36.1,37.817,35.2288,,37.5374,36.9572,0.580223,0.847433,31.5317178255389,46.0530289706907
2012-03-02,37.66,37.992,35.158,,37.7988,37.0258,0.772938,0.914236,15.4553732078734,18.2807279354065
2012-03-01,37.8,38.003,35.0488,,37.824,36.9751,0.848938,0.949561,10.5968096276233,11.8528316310482
2012-02-29,38.17,38.034,34.9368,,37.8284,36.9091,0.919334,0.974717,5.68193402071211,6.02422660146557
2012-02-28,38.33,37.978,34.8028,,37.7663,36.8082,0.958054,0.988563,3.08622100540405,3.18450176788189
2012-02-27,38.09,37.856,34.6604,,37.6638,36.6865,0.97731,0.99619,1.8952037883613,1.93181563139159
2012-02-24,38.76,37.713,34.55,,37.5863,36.5742,1.01213,1.00091,-1.12151458361992,-1.10907613304438
2012-02-23,37.96,37.515,34.4432,,37.3729,36.3993,0.973682,0.998104,2.44683723238119,2.50820902466258
2012-02-22,37.83,37.403,34.3876,,37.2662,36.2744,0.991856,1.00421,1.23037526172451,1.24570207185136
2012-02-21,37.47,37.318,34.323,,37.1637,36.1499,1.01379,1.0073,-0.643726489261008,-0.639609155698041
2012-02-17,37.85,37.307,34.2938,,37.108,36.0443,1.06375,1.00568,-5.77402667692711,-5.45883224675101
2012-02-16,37.77,37.274,34.259,,36.9731,35.8998,1.07328,0.991166,-8.28418980729644,-7.65041491471568
2012-02-15,38.11,37.204,34.2326,,36.8282,35.7502,1.07806,0.970638,-11.0676057872356,-9.96474688437695
2012-02-14,37.61,37.085,34.1942,,36.5952,35.5614,1.03382,0.943782,-9.5397946740191,-8.70897622403684
2012-02-13,37.11,36.992,34.1618,,36.4107,35.3975,1.01324,0.921273,-9.98271071394212,-9.07661817856672
2012-02-10,36.66,36.887,34.1198,,36.2836,35.2605,1.02317,0.898281,-13.9027108172715,-12.2057769455329
2012-02-09,36.78,36.837,34.042,,36.2152,35.1485,1.06667,0.867059,-23.0220213568135,-18.7137401116507
2012-02-08,36.84,36.783,33.9662,,36.1125,35.018,1.09451,0.817156,-33.9418025155519,-25.3407090826711
2012-02-07,36.98,36.215,33.8534,,35.9802,34.8722,1.10796,0.747817,-48.1592477900229,-32.5050568954535
2012-02-06,37.36,35.71,33.7466,,35.7984,34.7036,1.09481,0.657781,-66.4405014363789,-39.9184698814282
2012-02-03,37.52,35.109,33.6538,,35.5145,34.4911,1.02342,0.548524,-86.5767742661778,-46.402760797367
2012-02-02,37.07,34.719,33.5684,,35.1499,34.2488,0.901112,0.4298,-109.658351532188,-52.3033548297992
2012-02-01,36.92,34.387,33.5166,,34.8008,34.0231,0.777752,0.311972,-149.301841805579,-59.8879818633726
2012-01-31,36.68,34.058,33.4894,,34.4155,33.7913,0.624226,0.195527,-219.252311776466,-68.6768125676039
2012-01-30,36.06,33.676,33.4806,,34.0038,33.5602,0.443577,0.0883527,-402.052300037947,-80.0817564240934
2012-01-27,36.16,33.398,33.479,,33.6299,33.3602,0.26973,-0.00045336,59595.6798183206,-100.168079430818
2012-01-26,36.24,33.151,33.4492,,33.1699,33.1362,0.0336952,-0.0679992,149.552379184673,-301.806657208763
2012-01-25,31.16,32.901,33.4206,,32.6117,32.8879,-0.276123,-0.0934228,-195.562920493363,-66.166256635617
2012-01-24,31.93,33.135,33.481,,32.8757,33.0261,-0.150452,-0.0477477,-215.097326476906,-68.2637738891354
2012-01-23,31.35,33.324,33.5224,,33.0476,33.1138,-0.0662422,-0.0220716,-200.123691719761,-66.680404526886
2012-01-20,33.62,33.506,33.617,,33.3562,33.2549,0.101265,-0.011029,1018.16982496389,-110.891231369309
2012-01-19,33.75,33.439,33.6424,,33.3082,33.2257,0.0824814,-0.0391025,310.936232762473,-147.407692215972
2012-01-18,33.63,33.3,33.671,,33.2279,33.1838,0.0441132,-0.0694985,163.473560259041,-257.545912962643
2012-01-17,32.86,33.242,33.6756,,33.1548,33.1481,0.00665283,-0.0979014,106.795438819833,-1571.57531178326
2012-01-13,33.28,33.205,33.6764,,33.2084,33.1712,0.0372124,-0.12404,130.000319551072,-433.32978280369
2012-01-12,33.69,33.12,33.6466,,33.1954,33.1625,0.0329247,-0.164353,120.0328317304,-599.180551934886
2012-01-11,33.74,32.978,33.62,,33.1055,33.1203,-0.0148087,-0.213673,93.0694756832737,1342.89227524472
2012-01-10,33.5,32.883,33.6014,,32.9901,33.0707,-0.0806313,-0.263389,69.3870614278259,226.659264559777
2012-01-09,33.82,32.755,33.5966,,32.8974,33.0364,-0.13895,-0.309079,55.0437162832693,122.438315030885
2012-01-06,33.17,32.642,33.5976,,32.7297,32.9737,-0.243958,-0.351611,30.6171730518327,44.127883510289
2012-01-05,32.95,32.405,33.587,,32.6497,32.958,-0.308262,-0.378524,18.5622176096991,22.7931275445804
2012-01-04,32.36,32.366,33.6056,,32.5951,32.9586,-0.363548,-0.39609,8.21564957147787,8.95103526158947
2012-01-03,33.05,32.35,33.6072,,32.6378,33.0065,-0.368729,-0.404225,8.78133584595172,9.62668761638734
2011-12-30,32.49,32.265,33.5824,,32.5628,33.003,-0.440193,-0.413099,-6.55886332072003,-6.1551551098844
2011-12-29,32.43,32.163,33.5782,,32.576,33.044,-0.468018,-0.406325,-15.1830081404511,-13.181638842022
2011-12-28,32.27,32.041,33.6102,,32.6025,33.0931,-0.490608,-0.390902,-25.506833730785,-20.3230636711764
2011-12-27,32.79,32.071,,,32.663,33.159,-0.495991,-0.365975,-35.525859230756,-26.2133436617931
2011-12-23,32.22,32.134,,,32.6399,33.1885,-0.548656,-0.333471,-64.5288855909372,-39.2203991166471
2011-12-22,32.69,32.43,,,32.7162,33.266,-0.549786,-0.279675,-96.5803202338707,-49.1302080080903
2011-12-21,30.8,32.621,,,32.721,33.3121,-0.591106,-0.212147,-178.630836940911,-64.1102179866735
2011-12-20,32.56,33.142,,,33.0703,33.5131,-0.442833,-0.117407,-277.176864797372,-73.4872391885111
2011-12-19,32.2,33.497,,,33.1631,33.5894,-0.42635,-0.0360508,-1082.63571716653,-91.5443108517313
2011-12-16,32.2,33.922,,,33.3382,33.7006,-0.362404,0.061524,689.04471347435,-116.976639924357
2011-12-15,31.47,34.321,,,33.5452,33.8207,-0.275547,0.167506,264.499991282011,-160.790276777927
2011-12-14,31.21,34.773,,,33.9225,34.0088,-0.0862808,0.278269,131.006305352835,-422.515046091608
2011-12-13,32.57,35.153,,,34.4157,34.2327,0.183029,0.369406,50.4530866056076,101.828919601917
2011-12-12,33.42,35.173,,,34.7513,34.3657,0.385597,0.416,7.30840016763799,7.88464130606834
2011-12-09,35.18,35.13,,,34.9934,34.4414,0.552036,0.423601,-30.319936759534,-23.2657700068411
2011-12-08,34.6,34.732,,,34.9595,34.3823,0.577213,0.391492,-47.4392861672292,-32.1754719521786
2011-12-07,36.01,34.436,,,35.0249,34.3649,0.66,0.345062,-91.269706028645,-47.717805356472
2011-12-06,36.11,34.107,,,34.8458,34.2333,0.612427,0.266328,-129.952247406641,-56.512710300603
2011-12-05,36.45,33.821,,,34.6159,34.0832,0.532635,0.179803,-196.232741586299,-66.2427591681766
2011-12-02,36.19,33.624,,,34.2824,33.8939,0.388538,,,
2011-12-01,35.99,33.561,,,33.9356,33.7102,0.225437,,,
2011-11-30,35.01,33.586,,,33.5621,33.5278,0.0342827,,,
2011-11-29,32.77,33.683,,,33.2988,33.4092,-0.110405,,,
2011-11-28,32.99,33.873,,,33.3949,33.4603,-0.0653915,,,
2011-11-25,31.2,34.055,,,33.4685,33.4979,-0.0294189,,,
2011-11-23,31.64,34.353,,,33.8809,33.6817,0.199203,,,
2011-11-22,32.72,34.589,,,34.2883,33.845,0.443344,,,
2011-11-21,33.25,34.925,,,34.5735,,,,,
2011-11-18,34.48,35.089,,,34.8141,,,,,
2011-11-17,35.56,35.159,,,34.8749,,,,,
2011-11-16,36.24,34.989,,,34.7503,,,,,
2011-11-15,35.98,34.655,,,34.4795,,,,,
2011-11-14,34.67,34.236,,,34.2067,,,,,
2011-11-11,34.81,34.005,,,34.1225,,,,,
2011-11-10,34.18,33.805,,,33.9975,,,,,
2011-11-09,34,33.713,,,33.9643,,,,,
2011-11-08,36.08,33.7,,,33.9578,,,,,
2011-11-07,34.89,33.356,,,33.5719,,,,,
2011-11-04,35.18,33.255,,,33.3322,,,,,
2011-11-03,33.86,32.981,,,32.9962,,,,,
2011-11-02,32.9,32.776,,,32.8392,,,,,
2011-11-01,31.79,32.714,,,,,,,,
2011-10-31,32.36,32.938,,,,,,,,
2011-10-28,32.81,,,,,,,,,
