price_date,close_price,dma_10,dma_50,dma_200,ema_diff,ema_macd_9,signalstrength1,ema_diff_5_35,ema_macd_5,signalstrength2
2012-10-04,666.8,673.697,654.614,568.45,2.19751,6.80353,-4.60602426528931,2.43396,5.86037,-3.42641496658325
2012-10-03,671.45,676.887,652.728,567.019,3.01251,7.95504,-4.94252586364746,3.16858,7.57358,-4.40499639511108
2012-10-02,661.31,679.952,651.266,565.559,3.53577,9.19067,-5.6549072265625,2.19,9.77607,-7.58606815338135
2012-10-01,659.39,684.012,650.065,564.139,5.18494,10.6044,-5.4194917678833,5.04504,13.5691,-8.52404022216797
2012-09-28,667.1,688.051,648.912,562.735,7.41077,11.9593,-4.54850769042969,10.2778,17.8311,-7.55329895019531
2012-09-27,681.32,690.469,647.803,561.335,9.35852,13.0964,-3.7379035949707,14.8851,21.6077,-6.72257232666016
2012-09-26,665.18,690.635,646.25,559.879,10.2603,14.0309,-3.77068614959717,15.4915,24.969,-9.47745513916016
2012-09-25,673.54,691.096,645.034,558.513,12.9043,14.9736,-2.0692834854126,23.1189,29.7077,-6.58880615234375
2012-09-24,690.79,689.801,643.649,557.09,15.2406,15.4909,-0.250319480895996,30.8646,33.0021,-2.13751220703125
2012-09-21,700.09,686.996,641.881,555.574,16.2452,15.5535,0.691719055175781,34.6486,34.0709,0.577625274658203
2012-09-20,698.7,685.031,639.806,554.02,16.3432,15.3806,0.962640762329102,35.537,33.7821,1.75498199462891
2012-09-19,702.1,682.788,637.869,552.483,16.3733,15.1399,1.23343086242676,36.5161,32.9046,3.61141967773438
2012-09-18,701.91,679.601,635.939,550.912,15.827,14.8315,0.995546340942383,35.4966,31.0989,4.39777946472168
2012-09-17,699.78,676.907,634.127,549.334,14.9191,14.5826,0.336447715759277,32.9172,28.9,4.01723861694336
2012-09-14,691.28,673.453,632.197,547.738,13.7592,14.4985,-0.739263534545898,28.7932,26.8914,1.90175247192383
2012-09-13,682.98,670.712,630.518,546.14,12.9454,14.6833,-1.73794651031494,25.1456,25.9405,-0.794898986816406
2012-09-12,669.79,669.761,628.795,544.597,12.5628,15.1178,-2.55503463745117,22.275,26.3379,-4.06284523010254
2012-09-11,660.59,670.262,627.199,543.059,13.2349,15.7566,-2.5217170715332,22.8802,28.3693,-5.48908615112305
2012-09-10,662.74,671.771,625.617,541.583,14.8368,16.387,-1.55024719238281,27.2267,31.1139,-3.88715553283691
2012-09-07,680.44,671.819,623.695,540.143,16.4471,16.7746,-0.327476501464844,32.3802,33.0575,-0.677219390869141
2012-09-06,676.27,670.038,621.527,538.578,16.4611,16.8565,-0.395420074462891,31.8054,33.3961,-1.5907096862793
2012-09-05,670.23,669.298,619.393,537.064,16.6636,16.9554,-0.291786193847656,31.7962,34.1914,-2.39519882202148
2012-09-04,674.97,667.881,617.355,535.592,17.2943,17.0283,0.266012191772461,33.5112,35.389,-1.87783050537109
2012-08-31,665.24,666.899,615.448,534.132,17.3655,16.9618,0.403718948364258,33.1583,36.3279,-3.16957473754883
2012-08-30,663.87,665.186,613.647,532.742,18.1954,16.8609,1.33445358276367,35.9155,37.9127,-1.99723434448242
2012-08-29,673.47,662.433,612.035,531.311,19.1291,16.5273,2.60182952880859,39.8427,38.9113,0.931411743164062
2012-08-28,674.8,658.169,610.263,529.859,19.0654,15.8768,3.18859004974365,40.6727,38.4456,2.22709655761719
2012-08-27,675.68,653.858,608.433,528.402,18.5707,15.0797,3.49100017547607,40.2074,37.3321,2.87533187866211
2012-08-24,663.22,649.29,606.353,526.992,17.5797,14.207,3.37273216247559,37.8969,35.8944,2.00254440307617
2012-08-23,662.63,645.138,604.47,525.698,17.3282,13.3638,3.96438598632812,38.6099,34.8931,3.71676635742188
2012-08-22,668.87,640.948,602.612,524.375,16.8149,12.3727,4.44220161437988,38.8668,33.0347,5.83215713500977
2012-08-21,656.06,635.782,600.708,523.023,15.2801,11.2622,4.01791000366211,35.3785,30.1186,5.25997543334961
2012-08-20,665.15,632.002,598.962,521.75,14.4026,10.2577,4.14486789703369,34.4502,27.4886,6.96159934997559
2012-08-17,648.11,627.476,597.216,520.403,12.1483,9.2215,2.92681503295898,27.9521,24.0078,3.94431686401367
2012-08-16,636.34,623.972,595.639,519.136,10.829,8.4898,2.33924007415771,24.3265,22.0357,2.29077911376953
2012-08-15,630.83,620.857,594.293,517.97,10.1868,7.905,2.28176736831665,23.0465,20.8903,2.15620994567871
2012-08-14,631.69,618.196,592.884,516.832,9.77924,7.33455,2.44468402862549,22.7656,19.8122,2.95342636108398
2012-08-13,630,615.842,591.488,515.688,9.02887,6.72338,2.30548763275146,21.2717,18.3355,2.93622970581055
2012-08-10,621.7,612.091,590.06,514.533,8.11212,6.14701,1.96511363983154,19.0179,16.8674,2.1505184173584
2012-08-09,620.73,608.187,589.131,513.404,7.66931,5.65573,2.01358556747437,18.541,15.7921,2.74888896942139
2012-08-08,617.21,603.356,588.25,512.321,7.09088,5.15233,1.93855333328247,17.6661,14.4176,3.24851131439209
2012-08-07,618.26,598.886,587.303,511.191,6.60828,4.66769,1.94058847427368,17.3099,12.7933,4.51663875579834
2012-08-06,619.89,596.895,586.135,510.068,5.78888,4.18254,1.60633516311646,15.7725,10.535,5.2374906539917
2012-08-03,613.07,595.031,584.995,508.953,4.49298,3.78096,0.712024927139282,12.1473,7.91621,4.23106670379639
2012-08-02,605.19,593.896,584.096,507.99,3.46832,3.60295,-0.134629249572754,9.04089,5.80067,3.24021863937378
2012-08-01,604.22,594.546,583.084,,2.9126,3.63661,-0.724010229110718,7.31763,4.18057,3.13705205917358
2012-07-31,608.15,594.491,582.178,,2.25836,3.81761,-1.559246301651,4.79395,2.61205,2.18189644813538
2012-07-30,592.49,594.111,580.577,,0.99054,4.20742,-3.21688032150269,-1.08844,1.5211,-2.60954129695892
2012-07-27,582.66,595.294,579.284,,0.952942,5.01164,-4.05869436264038,-3.49078,2.82587,-6.31665349006653
2012-07-26,572.42,597.266,578.506,,1.89227,6.02631,-4.13403701782227,-2.86743,5.98419,-8.85162591934204
2012-07-25,572.51,599.658,578.074,,4.10638,7.05982,-2.95343589782715,2.72467,10.41,-7.68529033660889
2012-07-24,598.35,602.592,577.74,,6.86328,7.79818,-0.934902667999268,11.4871,14.2526,-2.76557445526123
2012-07-23,601.25,603.318,577.059,,7.65118,8.03191,-0.38072395324707,13.6665,15.6354,-1.96886348724365
2012-07-20,601.72,604.32,576.395,,8.25043,8.12709,0.123332977294922,15.4462,16.6198,-1.1735725402832
2012-07-19,611.69,604.477,575.696,,8.8465,8.09626,0.750236511230469,17.6105,17.2066,0.403841018676758
2012-07-18,603.67,604.041,574.777,,8.4646,7.9087,0.555903434753418,16.1323,17.0047,-0.87237548828125
2012-07-17,604.35,603.359,574.045,,8.67017,7.76972,0.900444030761719,16.8486,17.4409,-0.592294692993164
2012-07-16,604.32,601.923,573.214,,8.73767,7.54461,1.19306468963623,17.1893,17.737,-0.547636032104492
2012-07-13,602.38,599.641,572.715,,8.69928,7.24634,1.45293569564819,17.2391,18.0108,-0.771759033203125
2012-07-12,596.34,596.065,572.336,,8.72028,6.88311,1.8371639251709,17.6672,18.3967,-0.729558944702148
2012-07-11,601.85,593.635,572.002,,9.23608,6.42382,2.81226015090942,20.4913,18.7615,1.72977256774902
2012-07-10,605.61,590.408,571.595,,9.19891,5.72076,3.47815561294556,21.9441,17.8966,4.04752731323242
2012-07-09,611.27,586.68,571.491,,8.63562,4.85122,3.78439998626709,21.9462,15.8728,6.0733699798584
2012-07-06,603.29,583.514,571.368,,7.21393,3.90512,3.30880618095398,18.8079,12.8361,5.97185230255127
2012-07-05,607.33,580.705,571.45,,6.10699,3.07792,3.02907657623291,16.7906,9.85016,6.94049263000488
2012-07-03,596.85,578.296,570.461,,4.19366,2.32065,1.87301254272461,11.311,6.37994,4.93103647232056
2012-07-02,589.99,577.101,569.909,,2.7572,1.8524,0.904802203178406,6.89886,3.91441,2.98445963859558
2012-06-29,581.5,576.43,569.52,,1.58325,1.6262,-0.0429500341415405,2.71509,2.42218,0.292904615402222
2012-06-28,566.62,575.448,569.588,,0.926331,1.63694,-0.710607647895813,-0.263916,2.27573,-2.53964519500732
2012-06-27,572.04,575.695,570.371,,1.58905,1.81459,-0.225543737411499,1.57672,3.54555,-1.96882653236389
2012-06-26,569.58,575.462,571.072,,1.86072,1.87098,-0.0102661848068237,2.06305,4.52996,-2.46691513061523
2012-06-25,568.33,575.874,571.233,,2.43036,1.87355,0.556806921958923,3.85999,5.76342,-1.90343904495239
2012-06-22,579.61,575.914,571.919,,3.24896,1.73435,1.51461040973663,7.15143,6.71514,0.436291694641113
2012-06-21,575.2,575.737,572.729,,3.09863,1.3557,1.74292838573456,7.1922,6.49699,0.695213317871094
2012-06-20,583.24,575.145,573.696,,3.31,0.919973,2.39002478122711,8.99213,6.14938,2.84274435043335
2012-06-19,584.9,573.723,574.546,,2.71344,0.322466,2.39097434282303,8.03876,4.72801,3.31074571609497
2012-06-18,583.28,571.275,575.518,,1.74384,-0.275278,2.01911306381226,5.55664,3.07264,2.48400187492371
2012-06-15,571.68,569.135,576.472,,0.644836,-0.780057,1.42489320039749,2.16559,1.83064,0.334951877593994
2012-06-14,569.09,567.826,577.471,,0.41394,-1.13628,1.55022442340851,1.83258,1.66316,0.169420599937439
2012-06-13,569.71,568.443,578.622,,0.377625,-1.52384,1.9014675617218,2.39362,1.57845,0.815169453620911
2012-06-12,573.7,569.141,579.548,,0.262573,-1.99921,2.26177859306335,2.93921,1.17086,1.76834714412689
2012-06-11,568.73,568.753,580.013,,-0.294678,-2.56465,2.26996994018555,1.95996,0.286689,1.67327177524567
2012-06-08,577.84,567.869,580.784,,-0.496582,-3.13214,2.63555836677551,2.53967,-0.549945,3.08961772918701
2012-06-07,569.28,566.375,581.527,,-1.67328,-3.79103,2.11775326728821,-0.632996,-2.09475,1.46175718307495
2012-06-06,569.02,566.259,582.378,,-2.28015,-4.32047,2.04031848907471,-1.87634,-2.82563,0.949290990829468
2012-06-05,560.42,564.816,583.085,,-2.99481,-4.83055,1.83574199676514,-3.68164,-3.30028,-0.381360769271851
2012-06-04,561.88,564.662,583.747,,-2.9884,-5.28949,2.30108451843262,-2.64691,-3.1096,0.462685346603394
2012-06-01,558.59,561.285,584.445,,-3.08466,-5.86476,2.78010034561157,-1.56995,-3.34094,1.77099800109863
2012-05-31,575.26,558.211,585.272,,-2.82745,-6.55978,3.73232460021973,1.63843,-4.22644,5.86486721038818
2012-05-30,576.69,555.06,585.834,,-4.15521,-7.49286,3.33764553070068,-0.668213,-7.15887,6.49066114425659
2012-05-29,569.82,552.472,586.271,,-5.93597,-8.32727,2.39130020141602,-4.94434,-10.4042,5.45984649658203
2012-05-25,559.89,551.073,586.536,,-7.42218,-8.9251,1.50292015075684,-8.55951,-13.1341,4.5745964050293
2012-05-24,562.9,551.513,586.999,,-8.20074,-9.30083,1.10008335113525,-9.6687,-15.4214,5.75273513793945
2012-05-23,568.12,552.031,587.482,,-9.38135,-9.57585,0.194498062133789,-12.4731,-18.2978,5.82469177246094
2012-05-22,554.59,551.894,587.433,,-11.2842,-9.62447,-1.65976905822754,-18.8631,-21.2102,2.34713554382324
2012-05-21,558.88,553.01,587.334,,-12.1704,-9.20954,-2.96087455749512,-22.4877,-22.3838,-0.103837966918945
2012-05-18,528.11,553.827,587.013,,-13.5629,-8.46932,-5.09361171722412,-29.4759,-22.3319,-7.14399528503418
2012-05-17,527.85,557.299,587.245,,-12.0095,-7.19592,-4.81354427337646,-26.1334,-18.7599,-7.37355995178223
2012-05-16,543.75,562.447,587.256,,-9.8252,-5.99252,-3.83267545700073,-19.9417,-15.0731,-4.86855316162109
2012-05-15,550.81,566.419,586.941,,-8.51373,-5.03435,-3.47938680648804,-16.535,-12.6388,-3.89623641967773
2012-05-14,555.83,569.302,586.542,,-7.43408,-4.1645,-3.2695779800415,-13.7534,-10.6907,-3.06262493133545
2012-05-11,564.29,571.867,586.283,,-6.45917,-3.34711,-3.11206150054932,-11.1443,-9.1594,-1.98488807678223
2012-05-10,568.08,575.48,585.84,,-5.98212,-2.56909,-3.41302871704102,-10.4057,-8.16695,-2.23874855041504
2012-05-09,566.75,579.182,585.28,,-5.67267,-1.71583,-3.95683681964874,-10.5985,-7.04758,-3.55093240737915
2012-05-08,565.75,583.246,584.608,,-5.05872,-0.726622,-4.3320934176445,-10.0062,-5.27212,-4.73410797119141
2012-05-07,567.05,582.459,583.763,,-4.09991,0.356402,-4.45631656050682,-8.33099,-2.90508,-5.42591714859009
2012-05-04,562.83,582.68,582.826,,-2.94946,1.47048,-4.41994690895081,-5.99908,-0.192124,-5.80696071684361
2012-05-03,579.33,583.45,581.853,,-1.00867,2.57547,-3.58413290977478,-0.25708,2.71135,-2.96843481063843
2012-05-02,583.47,584.01,580.483,,-0.196472,3.4715,-3.66796970367432,1.59021,4.19557,-2.6053614616394
2012-05-01,579.64,586.237,579.067,,0.421814,4.38849,-3.96667671203613,2.65198,5.49825,-2.84627056121826
2012-04-30,581.48,588.982,577.473,,1.59509,5.38016,-3.78506898880005,5.94989,6.92138,-0.971493721008301
2012-04-27,600.42,588.599,575.845,,2.88184,6.32643,-3.44459629058838,10.201,7.40713,2.79392433166504
2012-04-26,605.1,588.821,573.747,,2.55402,7.18758,-4.63356399536133,8.29681,6.01019,2.28662490844727
2012-04-25,607.39,590.322,571.791,,1.62146,8.34597,-6.72451210021973,2.96411,4.86688,-1.90277290344238
2012-04-24,557.88,591.935,569.652,,0.175659,10.0271,-9.85139274597168,-6.60382,5.81827,-12.4220871925354
2012-04-23,569.26,598.722,568.321,,3.3681,12.4899,-9.1217565536499,0.237976,12.0293,-11.7912883758545
2012-04-20,570.53,605.147,566.757,,6.23572,14.7703,-8.5345458984375,6.07721,17.9249,-11.8477325439453
2012-04-19,584.93,611.191,564.839,,9.67517,16.9039,-7.2287425994873,14.6122,23.8488,-9.23662185668945
2012-04-18,605.74,614.862,562.477,,12.4581,18.7111,-6.25307083129883,21.3849,28.4671,-7.08215522766113
2012-04-17,607.09,616.951,559.602,,13.71,20.2744,-6.56443977355957,22.3314,32.0082,-9.67678451538086
2012-04-16,577.65,617.841,556.614,,14.9708,21.9155,-6.94475555419922,22.5833,36.8466,-14.2632598876953
2012-04-13,602.64,619.775,554.125,,19.3597,23.6517,-4.29195785522461,35.3071,43.9782,-8.67104339599609
2012-04-12,620.11,620.236,551.157,,22.1363,24.7247,-2.58840942382812,43.4516,48.3137,-4.86213684082031
2012-04-11,623.52,619.723,547.845,,23.5796,25.3718,-1.79216957092285,47.4016,50.7448,-3.3432502746582
2012-04-10,625.75,618.556,544.396,,24.7311,25.8198,-1.08868026733398,50.7773,52.4164,-1.63915252685547
2012-04-09,633.51,616.42,540.788,,25.6138,26.092,-0.478208541870117,53.6617,53.236,0.425716400146484
2012-04-05,630.97,612.419,536.973,,25.5781,26.2116,-0.633556365966797,53.24,53.0231,0.21685791015625
2012-04-04,621.64,609,533.248,,25.4189,26.37,-0.951135635375977,52.1255,52.9147,-0.789150238037109
2012-04-03,626.63,606.828,529.188,,25.796,26.6078,-0.811800003051758,52.9374,53.3093,-0.37188720703125
2012-04-02,615.99,604.502,525.167,,25.3941,26.8107,-1.41663551330566,50.4687,53.4952,-3.02654647827148
2012-03-30,596.99,602.756,521.217,,25.5944,27.1649,-1.57052040100098,49.7578,55.0085,-5.25065612792969
2012-03-29,607.25,601.364,517.796,,27.4131,27.5575,-0.144414901733398,55.5472,57.6338,-2.0865592956543
2012-03-28,614.98,598.945,514.196,,28.291,27.5936,0.697456359863281,58.5828,58.6771,-0.0942420959472656
2012-03-27,611.85,596.153,510.354,,28.2133,27.4192,0.794036865234375,58.2704,58.7242,-0.453754425048828
2012-03-26,604.39,591.535,506.478,,28.0213,27.2207,0.800561904907227,57.4413,58.9511,-1.50981521606445
2012-03-23,593.5,586.06,502.782,,28.1298,27.0206,1.10916137695312,57.7269,59.706,-1.97916793823242
2012-03-22,596.78,580.994,499.326,,28.9667,26.7433,2.22341537475586,61.2864,60.6956,0.590839385986328
2012-03-21,599.92,575.283,495.819,,29.2806,26.1874,3.09323883056641,63.6906,60.4002,3.29041290283203
2012-03-20,603.37,568.133,492.22,,28.9353,25.4141,3.52120208740234,64.251,58.755,5.49597930908203
2012-03-19,598.53,560.595,488.564,,27.722,24.5338,3.18820571899414,61.7289,56.007,5.72185134887695
2012-03-16,583.07,553.83,484.918,,26.2622,23.7368,2.52544784545898,58.0427,53.1461,4.89656448364258
2012-03-15,583.06,549.808,481.49,,25.5918,23.1054,2.48639678955078,57.3022,50.6978,6.6043586730957
2012-03-14,587.06,545.716,478.018,,24.3646,22.4838,1.88076210021973,54.445,47.3956,7.04944229125977
2012-03-13,565.67,541.022,474.343,,22.0374,22.0136,0.0237140655517578,46.5414,43.8709,2.67050933837891
2012-03-12,549.64,537.767,471.097,,20.9233,22.0077,-1.08439064025879,42.0567,42.5357,-0.479000091552734
2012-03-09,542.84,535.154,468.123,,20.8297,22.2788,-1.4491081237793,40.7687,42.7752,-2.00655746459961
2012-03-08,539.67,532.888,465.362,,21.1002,22.6411,-1.54089164733887,40.5226,43.7785,-3.25585556030273
2012-03-07,528.42,530.339,462.6,,21.4603,23.0263,-1.5660343170166,40.3391,45.4064,-5.06731796264648
2012-03-06,527.99,528.582,459.969,,22.754,23.4178,-0.663871765136719,43.8235,47.94,-4.11648178100586
2012-03-05,530.88,527.048,457.304,,24.118,23.5838,0.534282684326172,48.2588,49.9982,-1.73941040039062
2012-03-02,542.85,523.957,454.572,,25.2146,23.4502,1.76436996459961,52.6082,50.8679,1.74028396606445
2012-03-01,542.14,519.678,451.327,,25.0279,23.0091,2.01882362365723,52.689,49.9978,2.69116592407227
2012-02-29,540.12,515.018,448.072,,24.498,22.5044,1.9936466217041,51.5815,48.6522,2.92921829223633
2012-02-28,533.12,511.734,444.816,,23.6712,22.006,1.66520309448242,49.1962,47.1876,2.00862884521484
2012-02-27,523.51,508.467,441.724,,22.9839,21.5897,1.394287109375,47.0494,46.1833,0.866073608398438
2012-02-24,520.18,505.247,438.997,,22.7503,21.2411,1.50920486450195,46.4958,45.7503,0.745491027832031
2012-02-23,514.18,502.335,436.397,,22.4601,20.8638,1.59636497497559,45.7173,45.3775,0.339756011962891
2012-02-22,510.85,498.381,433.952,,22.375,20.4647,1.91035079956055,45.7831,45.2076,0.575485229492188
2012-02-21,512.65,493.979,431.515,,22.2805,19.9871,2.29340744018555,46.0107,44.9198,1.09084701538086
2012-02-17,499.97,488.913,429.01,,21.6522,19.4138,2.23836135864258,44.2241,44.3744,-0.150245666503906
2012-02-16,500.06,484.687,426.797,,21.8258,18.8542,2.9715747833252,45.6808,44.4495,1.23125457763672
2012-02-15,495.54,479.998,424.622,,21.7214,18.1113,3.61008453369141,46.6099,43.8339,2.77596282958984
2012-02-14,507.28,475.868,422.472,,21.7328,17.2088,4.52401924133301,48.709,42.4459,6.26309204101562
2012-02-13,500.45,470.593,420.052,,20.2356,16.0778,4.15783500671387,45.431,39.3143,6.11669921875
2012-02-10,491.31,465.655,417.654,,18.7257,15.0383,3.68747806549072,41.9021,36.256,5.64609909057617
2012-02-09,491.06,461.061,415.26,,17.4561,14.1164,3.33966541290283,39.0969,33.433,5.66383361816406
2012-02-08,474.64,456.228,412.929,,15.6073,13.2815,2.32580947875977,33.6023,30.6011,3.00119590759277
2012-02-07,466.83,453.239,410.676,,14.6918,12.7,1.99173259735107,31.1302,29.1005,2.02978324890137
2012-02-06,461.99,448.417,408.648,,14.1044,12.2021,1.90229034423828,29.7353,28.0856,1.64969444274902
2012-02-03,457.71,444.776,406.906,,13.6426,11.7265,1.91608905792236,28.7796,27.2607,1.51893615722656
2012-02-02,453.17,440.855,405.101,,13.2909,11.2475,2.04340267181396,28.3047,26.5012,1.80348587036133
2012-02-01,454.24,438.13,403.504,,13.1112,10.7366,2.37453556060791,28.7194,25.5995,3.11989593505859
2012-01-31,454.53,435.434,401.935,,12.582,10.143,2.43892192840576,28.0622,24.0395,4.02272987365723
2012-01-30,451.07,432.269,400.507,,11.6942,9.53331,2.16084098815918,26.065,22.0281,4.03690147399902
2012-01-27,445.37,428.964,399.229,,10.7429,8.99309,1.74979782104492,23.6529,20.0097,3.6431941986084
2012-01-26,442.73,426.386,397.875,,9.95319,8.55564,1.39754772186279,21.6403,18.1881,3.45222091674805
2012-01-25,444.75,424.187,396.68,,9.06821,8.20625,0.861956596374512,18.9727,16.462,2.51075172424316
2012-01-24,418.61,421.855,395.456,,7.60239,7.99076,-0.388371467590332,13.2867,15.2066,-1.919921875
2012-01-23,425.58,421.987,394.956,,8.28259,8.08785,0.194746971130371,15.3985,16.1666,-0.768165588378906
2012-01-20,418.5,421.488,394.534,,8.32037,8.03916,0.281211853027344,15.2242,16.5507,-1.32642364501953
2012-01-19,425.92,421.262,394.124,,8.96829,7.96886,0.999434471130371,17.6238,17.2139,0.409875869750977
2012-01-18,427.28,419.837,393.577,,8.90964,7.719,1.19063758850098,17.6422,17.009,0.633152008056641
2012-01-17,422.88,418.056,393.058,,8.56534,7.42134,1.14399814605713,16.5519,16.6924,-0.140523910522461
2012-01-13,418.02,416.095,392.515,,8.45026,7.13534,1.31491613388062,16.2754,16.7627,-0.487373352050781
2012-01-12,419.59,414.632,392.05,,8.67517,6.80661,1.86856079101562,17.5008,17.0064,0.494424819946289
2012-01-11,420.74,412.765,391.72,,8.67624,6.33947,2.33676719665527,18.2407,16.7592,1.4814281463623
2012-01-10,421.43,411.17,391.369,,8.43405,5.75528,2.67876958847046,18.3716,16.0185,2.35308647155762
2012-01-09,419.93,409.188,391,,7.93149,5.08559,2.84590196609497,17.7344,14.8419,2.8924732208252
2012-01-06,420.59,406.88,390.579,,7.32809,4.37411,2.95398855209351,16.8625,13.3957,3.46678924560547
2012-01-05,416.24,404.297,390.089,,6.38397,3.63561,2.74836206436157,14.6902,11.6623,3.02795124053955
2012-01-04,411.67,402.099,389.845,,5.52933,2.94852,2.58080530166626,12.7264,10.1483,2.57808113098145
2012-01-03,409.47,398.99,389.435,,4.82364,2.30332,2.52031898498535,11.25,8.85925,2.39072418212891
2011-12-30,403.27,395.982,389.118,,4.07626,1.67324,2.40302741527557,9.54456,7.66387,1.88069009780884
2011-12-29,403.39,393.387,388.991,,3.69388,1.07248,2.62139332294464,9.29105,6.72352,2.56753063201904
2011-12-28,400.92,390.904,389.332,,3.13925,0.417136,2.72211530804634,8.56216,5.43975,3.12241268157959
2011-12-27,404.79,389.527,,,2.63727,-0.263392,2.9006604552269,8.2421,3.87855,4.36354470252991
2011-12-23,401.61,388.064,,,1.56461,-0.988558,2.55316370725632,5.78421,1.69678,4.08742558956146
2011-12-22,396.85,387.097,,,0.497253,-1.62685,2.124098777771,3.11227,-0.346925,3.45919921994209
2011-12-21,394.76,386.311,,,-0.387573,-2.15787,1.7703013420105,0.877502,-2.07652,2.95402336120605
2011-12-20,394.26,385.578,,,-1.29855,-2.60045,1.30190062522888,-1.77499,-3.55353,1.7785370349884
2011-12-19,380.58,385.08,,,-2.39203,-2.92593,0.533905267715454,-5.71487,-4.4428,-1.27207803726196
2011-12-16,379.39,386.155,,,-2.35944,-3.05941,0.699971914291382,-5.76889,-3.80676,-1.96213459968567
2011-12-15,377.32,387.019,,,-2.16293,-3.2344,1.07146859169006,-5.16003,-2.82569,-2.33434534072876
2011-12-14,378.56,387.914,,,-1.6702,-3.50227,1.83207535743713,-3.1275,-1.65852,-1.46897983551025
2011-12-13,387.15,388.115,,,-1.14291,-3.96029,2.81738018989563,-0.355103,-0.924035,0.568932056427002
2011-12-12,390.16,386.56,,,-1.32764,-4.66464,3.33700323104858,0.268768,-1.2085,1.47726440429688
2011-12-09,391.94,384.995,,,-1.85071,-5.49889,3.64818620681763,-0.076355,,
2011-12-08,388.99,382.003,,,-2.67361,-6.41094,3.73732328414917,-1.40729,,
2011-12-07,387.43,379.646,,,-3.38342,-7.34527,3.96184492111206,-2.17807,,
2011-12-06,389.28,378.393,,,-4.08142,-8.33573,4.25431156158447,-2.64954,,
2011-12-05,391.33,376.208,,,-5.10275,-9.39931,4.29655933380127,,,
2011-12-02,388.03,374.409,,,-6.54062,,,,,
2011-12-01,386.27,373.186,,,-7.94357,,,,,
2011-11-30,380.57,372.872,,,-9.44061,,,,,
2011-11-29,371.6,373.532,,,-10.633,,,,,
2011-11-28,374.51,374.136,,,-11.0875,,,,,
2011-11-25,362.02,374.983,,,-11.8024,,,,,
2011-11-23,365.42,377.138,,,-11.2704,,,,,
2011-11-22,374.9,379.955,,,-10.7743,,,,,
2011-11-21,367.43,382.914,,,,,,,,
2011-11-18,373.34,385.973,,,,,,,,
2011-11-17,375.8,388.492,,,,,,,,
2011-11-16,383.13,391.047,,,,,,,,
2011-11-15,387.17,392.305,,,,,,,,
2011-11-14,377.64,393.069,,,,,,,,
2011-11-11,382.98,395.61,,,,,,,,
2011-11-10,383.57,397.634,,,,,,,,
2011-11-09,393.59,399.573,,,,,,,,
2011-11-08,404.49,400.103,,,,,,,,
2011-11-07,398.02,399.261,,,,,,,,
2011-11-04,398.53,399.863,,,,,,,,
2011-11-03,401.35,399.129,,,,,,,,
