price_date,close_price,dma_10,dma_50,dma_200,ema_12,ema_26,ema_diff,ema_macd_9,signalstrength1,signalstrength2
2011-12-15,25.18,25.87,,,25.4578,25.2822,0.17557,0.0974551,-80.154240701885,-44.4920088417582
2011-12-14,25.42,25.873,,,25.5083,25.2904,0.217882,0.0779264,-179.599935137847,-64.2346125900572
2011-12-13,25.35,25.873,,,25.5243,25.28,0.244307,0.0429375,-468.981433642592,-82.4247340796685
2011-12-12,25.84,25.705,,,25.556,25.2744,0.281679,-0.00740484,3903.98698937534,-102.628820768297
2011-12-09,26.45,25.495,,,25.5044,25.2291,0.275349,-0.0796758,445.586312951162,-128.936331171811
2011-12-08,25.75,25.161,,,25.3325,25.1314,0.201118,-0.168432,219.406616838533,-183.747452735575
2011-12-07,26.59,24.868,,,25.2566,25.0819,0.174778,-0.260819,167.011265448128,-249.228639888033
2011-12-06,26.2,24.561,,,25.0142,24.9612,0.0529957,-0.369718,114.334064207457,-797.638845150261
2011-12-05,26.29,24.318,,,24.7986,24.8621,-0.0635605,-0.475397,86.6300285355399,647.944752655744
2011-12-02,25.63,24.116,,,24.5274,24.7479,-0.220493,,,
2011-12-01,25.21,23.978,,,24.3269,24.6773,-0.350445,,,
2011-11-30,25.42,23.909,,,24.1663,24.6347,-0.468384,,,
2011-11-29,23.67,23.853,,,23.9384,24.5719,-0.633545,,,
2011-11-28,23.74,23.953,,,23.9872,24.6441,-0.656828,,,
2011-11-25,23.11,24.101,,,24.0322,24.7164,-0.684166,,,
2011-11-23,22.82,24.256,,,24.1999,24.8449,-0.645,,,
2011-11-22,23.52,24.431,,,24.4508,25.0069,-0.556154,,,
2011-11-21,23.77,24.687,,,24.62,,,,,
2011-11-18,24.27,24.809,,,24.7746,,,,,
2011-11-17,24.25,24.879,,,24.8663,,,,,
2011-11-16,24.52,24.991,,,24.9784,,,,,
2011-11-15,24.86,25.029,,,25.0618,,,,,
2011-11-14,24.67,24.966,,,25.0985,,,,,
2011-11-11,25.22,25.034,,,25.1764,,,,,
