92,AER,Aercap Holdings N.V. Ordinary S ,Industrial Goods,Aerospace/Defense - Major Diversified
171,ALOT,Astro-Med Inc. ,Technology,Computer Peripherals
184,ALXN,Alexion Pharmaceuticals Inc. ,Healthcare,Biotechnology
210,AMRN,Amarin Corporation plc ,Healthcare,Drug Manufacturers - Other
337,ATHN,athenahealth Inc. ,Services,Business Services
389,AWRE,Aware Inc. ,Technology,Communication Equipment
4126,BANC, First PacTrust Bancorp  Inc. ,Financial,Regional - Pacific Banks
4150,BFLY, Bluefly  Inc. ,Services,Specialty Retail  Other
510,BKYF,The Bank of Kentucky Financial  ,Financial,Regional - Southeast Banks
536,BNVI,BIONOVO INC ,Healthcare,Biotechnology
574,BRT,BRT Realty Trust Common ,Financial,Mortgage Investment
4224,BUR, Burcon NutraScience Corp ,N/A,N/A
612,BXG,Bluegreen Corporation Common St ,Services,Resorts & Casinos
644,CAM,Cameron International Corporati ,Basic Materials,Oil & Gas Equipment & Services
697,CCC,Calgon Carbon Corporation Commo ,Industrial Goods,Pollution & Treatment Controls
4265,CHEF, The Chefs' Warehouse  Inc. ,Services,Food Wholesale
869,CNAM,China Armco Metals Inc. Common ,Services,Basic Materials Wholesale
903,COHU,Cohu Inc. ,Technology,Semiconductor Equipment & Materials
960,CRFN,Crescent Financial Bancshares  ,Financial,Regional - Mid-Atlantic Banks
10776,CROC,ProShares UltraShort Australian Dollar,Commodity Based ETF,
979,CRVL,CorVel Corp. ,Financial,Insurance Brokers
989,CSCD,Cascade Microtech Inc. ,Technology,Semiconductor Equipment & Materials
1016,CTCT,Constant Contact Inc. ,Services,Marketing Services
1088,CYTK,Cytokinetics Incorporated ,Healthcare,Biotechnology
4361,DDP, DB Commodity DB Commodity Short ,N/A,N/A
1120,DECK,Deckers Outdoor Corporation ,Consumer Goods,Textile - Apparel Footwear & Accessories
4367,DGICB, Donegal Group  Inc. ,Financial,Property & Casualty Insurance
4375,DHRM, Dehaier Medical Systems Limited ,Healthcare,Medical Appliances & Equipment
1161,DL,China Distance Education Holdin ,Services,Education & Training Services
1462,FDS,FactSet Research Systems Inc. C ,Technology,Information & Delivery Services
4565,FLRN, SPDR Barclays Capital Investmen ,N/A,N/A
1519,FMX,Fomento Economico Mexicano S.A. ,Consumer Goods,Beverages - Brewers
1601,GBL,Gamco Investors Inc. Common St ,Financial,Asset Management
4618,GCC, GreenHaven Continuous Commodity ,N/A,N/A
4652,GJP, Synthetic Fixed-Income Securiti ,N/A,N/A
4653,GJR, Synthetic Fixed-Income Securiti ,N/A,N/A
1721,GRVY,GRAVITY Co. Ltd. ,Technology,Multimedia & Graphics Software
4692,GSG, iShares GSCI Commodity-Indexed  ,N/A,N/A
4740,HALO, Halozyme Therapeutics  Inc. ,Healthcare,Biotechnology
4749,HBANP, Huntington Bancshares Incorpora ,N/A,N/A
4800,HH, Hooper Holmes  Inc. Common Stoc ,Healthcare,Specialized Health Services
4849,HNP, Huaneng Power Intl Common ,Utilities,Electric Utilities
4867,HOTT, Hot Topic  Inc. ,Services,Apparel Stores
5036,IIVI, II-VI Incorporated ,Technology,Scientific & Technical Instruments
1741,IMOS,ChipMOS TECHNOLOGIES (Bermuda)  ,Technology,Semiconductor Equipment & Materials
1783,IPGP,IPG Photonics Corporation ,Technology,Semiconductor - Integrated Circuits
5072,IRG, Ignite Restaurant Group  Inc. ,Services,Restaurants
1820,ITG,Investment Technology Group In ,Financial,Investment Brokerage - Regional
1824,ITRI,Itron Inc. ,Technology,Scientific & Technical Instruments
1902,KEG,Key Energy Services Inc. Commo ,Basic Materials,Oil & Gas Drilling & Exploration
1932,KMB,Kimberly-Clark Corporation Comm ,Consumer Goods,Personal Products
5155,KMG, KMG Chemicals  Inc. Common Stoc ,Basic Materials,Specialty Chemicals
1984,LAS,Lentuo International Inc. Ameri ,Services,Auto Dealerships
2104,LVB,Steinway Musical Instruments I ,Consumer Goods,Recreational Goods Other
2204,MFG,Mizuho Financial Group Inc. Sp ,Financial,Money Center Banks
2232,MIDD,The Middleby Corporation ,Industrial Goods,Diversified Machinery
2321,MSN,Emerson Radio Corporation Commo ,Consumer Goods,Electronic Equipment
10239,MUAF,iShares 2017 S&P AMT-Free Municipal Series ETF,Fixed Income ETF,
2350,MVIS,Microvision Inc. ,Technology,Diversified Electronics
2370,NAFC,Nash-Finch Company ,Services,Food Wholesale
5347,NAGS, Teucrium Natural Gas ETV ,N/A,N/A
2389,NBS,Neostem Inc. Common ,Healthcare,Specialized Health Services
2415,NEWL,NewLead Holdings Ltd. ,Services,Shipping
2422,NFEC,NF Energy Saving Corporation ,Industrial Goods,Industrial Equipment & Components
2459,NMR,Nomura Holdings Inc ADR America ,Financial,Investment Brokerage - National
2558,OBCI,Ocean Bio-Chem Inc. ,Consumer Goods,Cleaning Products
2597,OMI,Owens & Minor Inc. Common Stoc ,Services,Medical Equipment Wholesale
2642,OTEX,Open Text Corporation ,Technology,Application Software
2693,PCS,MetroPCS Communications Inc. C ,Technology,Wireless Communications
2700,PDEX,Pro-Dex Inc. ,Healthcare,Medical Instruments & Supplies
2721,PETM,PetSmart Inc ,Services,Specialty Retail Other
5554,PIY, Preferred Plus Trust (Ser CZN)  ,N/A,N/A
2836,PRIS,Promotora De Informaciones SA ( ,Services,Entertainment - Diversified
2852,PRXL,PAREXEL International Corporati ,Healthcare,Medical Laboratories & Research
5606,PYV, Merrill Lynch Depositor Inc PPL ,N/A,N/A
2958,RCON,Recon Technology Ltd. ,Basic Materials,Oil & Gas Equipment & Services
3005,RITT,RIT Technologies Ltd. ,Technology,Communication Equipment
5635,RJI, AB Svensk Ekportkredit (Swedish ,N/A,N/A
3054,RRTS,Roadrunner Transportation Syste ,Services,Air Delivery & Freight Services
3078,RWC,RELM Wireless Corporation Commo ,Technology,Communication Equipment
10026,RWG,Columbia Large-Cap Growth Equity Strategy ETF,US Equity ETF,
3145,SDBT,SoundBite Communications Inc. ,Services,Business Services
5701,SGYP, Synergy Pharmaceuticals  Inc. ,Healthcare,Drug Manufacturers - Other
3188,SHIP,Seanergy Maritime Holdings Corp ,Services,Shipping
10261,SHV,iShares Barclays Short Treasury Bond Fund ETF,Fixed Income ETF,
3207,SIGM,Sigma Designs Inc. ,Technology,Semiconductor - Specialized
3259,SMSI,Smith Micro Software Inc. ,Technology,Application Software
5732,SPLK, Splunk Inc. ,Technology,Application Software
3309,SPLS,Staples Inc. ,Services,Specialty Retail Other
3439,SYX,Systemax Inc. Common ,Technology,Technical & System Software
5774,SZYM, Solazyme  Inc. ,Basic Materials,Chemicals - Major Diversified
10027,TDD,DBX TDX Independence 2010 ETF,Fixed Income ETF,
3545,TM,Toyota Motor Corporation Common ,Consumer Goods,Auto Manufacturers - Major
3568,TPCG,TPC Group Inc. ,Basic Materials,Chemicals - Major Diversified
10548,TRSY,PIMCO Broad U.S. Treasury Index Fund ETF,Fixed Income ETF,
3695,UMC,United Microelectronics Corpora ,Technology,Semiconductor Equipment & Materials
3796,VOCS,Vocus Inc. ,Technology,Internet Software & Services
3814,VRTB,Vestin Realty Mortgage II Inc. ,Financial,REIT - Diversified
3913,WPO,Washington Post Company (The) C ,Services,Education & Training Services
3949,WVVI,Willamette Valley Vineyards In ,Consumer Goods,Beverages - Wineries & Distillers
10818,YCS,ProShares UltraShort Yen ETF,Commodity Based ETF,
3991,YDNT,Young Innovations Inc. ,Healthcare,Medical Instruments & Supplies
4001,YTEC,Yucheng Technologies Limited ,Technology,Business Software & Services
4019,ZLCS,Zalicus Inc. ,Healthcare,Biotechnology
6002,ZX, China Zenix Auto International  ,Consumer Goods,Auto Parts
