ticker_id,price_date,ema_macd_9
13,2012-10-19,16.35,16.047,14.7702,13.7909,16.0545,15.6036,0.426842
13,2012-10-18,16.6,15.969,14.6876,13.78,16.0008,15.5439,0.420825
13,2012-10-17,16.54,15.837,14.5972,13.7644,15.8919,15.4594,0.411794
13,2012-10-16,16.34,15.74,14.5138,13.746,15.7741,15.373,0.406621
13,2012-10-15,15.98,15.647,14.4348,13.7269,15.6712,15.2956,0.407994
13,2012-10-12,15.97,15.593,14.357,13.7101,15.6151,15.2409,0.416095
13,2012-10-11,15.91,15.537,14.2824,13.693,15.5506,15.1826,0.42657
13,2012-10-10,15.6,15.508,14.2024,13.6767,15.4852,15.1244,0.441222
13,2012-10-09,15.62,15.501,14.1286,13.6635,15.4643,15.0863,0.461321
13,2012-10-08,15.56,15.512,14.0546,13.6494,15.436,15.0436,0.482148
13,2012-10-05,15.57,15.546,13.9846,13.6341,15.4135,15.0023,0.504578
13,2012-10-04,15.28,15.538,13.9092,13.621,15.3851,14.9569,0.527915
13,2012-10-03,15.57,15.525,13.8368,13.6068,15.4042,14.9311,0.552857
13,2012-10-02,15.41,15.524,13.7594,13.5912,15.374,14.88,0.572811
13,2012-10-01,15.44,15.538,13.6862,13.5763,15.3675,14.8376,0.592504
13,2012-09-28,15.41,15.526,13.613,13.5605,15.3543,14.7894,0.608157
13,2012-09-27,15.62,15.541,13.5528,13.5468,15.3442,14.7398,0.618976
13,2012-09-26,15.53,15.469,13.4872,13.5335,15.294,14.6694,0.622635
13,2012-09-25,15.73,15.391,13.4236,13.5198,15.2511,14.6005,0.62213
13,2012-09-24,15.9,15.286,13.3518,13.5044,15.164,14.5101,0.615009
13,2012-09-21,15.49,15.131,13.278,13.4889,15.0302,14.3989,0.605281
13,2012-09-20,15.15,15.016,13.209,13.4759,14.9466,14.3116,0.598773
13,2012-09-19,15.56,14.94,13.153,13.4643,14.9096,14.2445,0.589714
13,2012-09-18,15.55,14.81,13.0914,13.4496,14.7913,14.1393,0.570887
13,2012-09-17,15.32,14.679,13.0318,13.4353,14.6533,14.0264,0.55061
13,2012-09-14,15.56,14.579,12.9768,13.4228,14.5321,13.9229,0.531531
13,2012-09-13,14.9,14.489,12.9178,13.4071,14.3452,13.7919,0.512108
13,2012-09-12,14.75,14.436,12.871,13.3951,14.2443,13.7033,0.501827
13,2012-09-11,14.68,14.38,12.8276,13.3823,14.1524,13.6196,0.492033
13,2012-09-10,14.35,14.288,12.7834,13.3694,14.0565,13.5348,0.481843
13,2012-09-07,14.34,14.212,12.7408,13.3594,14.0031,13.4696,0.47189
13,2012-09-06,14.39,14.109,12.6982,13.3505,13.9419,13.4,0.456483
13,2012-09-05,14.26,13.951,12.6468,13.3425,13.8604,13.3208,0.435135
13,2012-09-04,14.24,13.819,12.6022,13.3344,13.7878,13.2457,0.409016
13,2012-08-31,14.32,13.684,12.5558,13.3261,13.7056,13.1662,0.375751
13,2012-08-30,14.66,13.538,12.5086,13.3184,13.5939,13.0739,0.334838
13,2012-08-29,14.37,13.359,12.4522,13.3083,13.4001,12.947,0.288537
13,2012-08-28,14.19,13.202,12.4012,13.2998,13.2237,12.8332,0.247417
13,2012-08-27,13.76,13.057,12.35,13.2919,13.048,12.7247,0.211658
13,2012-08-24,13.59,12.974,12.3072,13.285,12.9185,12.6419,0.183763
13,2012-08-23,13.31,12.915,12.2676,13.2815,12.7964,12.566,0.160543
13,2012-08-22,12.81,12.806,12.2346,13.2792,12.703,12.5065,0.143087
13,2012-08-21,12.94,12.733,12.2112,13.2795,12.6836,12.4822,0.129718
13,2012-08-20,12.89,12.676,12.1866,13.2796,12.637,12.4456,0.111799
13,2012-08-17,12.86,12.626,12.1646,13.2795,12.591,12.41,0.0918879
13,2012-08-16,12.87,12.549,12.1452,13.2788,12.5421,12.374,0.0696081
13,2012-08-15,12.8,12.486,12.1292,13.281,12.4825,12.3343,0.0449766
13,2012-08-14,12.74,12.397,12.1166,13.2845,12.4248,12.297,0.0191547
13,2012-08-13,12.93,12.314,12.1058,13.2893,12.3675,12.2616,-0.00799916
13,2012-08-10,13,12.213,12.0916,13.2907,12.2652,12.2081,-0.0364747
13,2012-08-09,12.22,12.119,12.0852,13.2926,12.1316,12.1447,-0.0598794
13,2012-08-08,12.08,12.077,12.0988,13.2996,12.1155,12.1387,-0.0715629
13,2012-08-07,12.37,12.035,12.1226,13.3065,12.1219,12.1434,-0.0836412
13,2012-08-06,12.39,11.968,12.1382,13.3115,12.0768,12.1253,-0.0991718
13,2012-08-03,12.09,11.904,12.1572,13.3173,12.0199,12.1041,-0.111855
13,2012-08-02,12.24,11.873,12.1774,13.3254,12.0071,12.1052,-0.118764
13,2012-08-01,11.91,11.889,12.1978,,11.9648,12.0944,-0.123943
13,2012-07-31,11.91,11.932,12.2304,,11.9748,12.1091,-0.122548
13,2012-07-30,11.92,11.976,12.263,,11.9866,12.125,-0.11962
13,2012-07-27,12.06,11.998,12.3028,,11.9987,12.1414,-0.114923
13,2012-07-26,11.8,12.013,12.3452,,11.9875,12.1479,-0.10797
13,2012-07-25,11.66,12.037,12.3958,,12.0216,12.1757,-0.0948718
