ticker_id,price_date,ema_macd_9
273,2011-12-05,-1.10834
274,2011-12-05,-0.302405
275,2011-12-05,-0.061533
276,2011-12-05,1.73332
277,2011-12-05,-0.969659
278,2011-12-05,1.37407
279,2011-12-05,0.960397
280,2011-12-05,-0.0479132
281,2011-12-05,-0.0324269
282,2011-12-05,0.201616
283,2011-12-05,0.0431819
284,2011-12-05,-0.18835
285,2011-12-05,-0.0978105
287,2011-12-05,-0.417423
288,2011-12-05,0.00135052
289,2011-12-05,0.397642
290,2011-12-05,-0.205643
291,2012-04-12,1.96572
292,2011-12-05,-0.136567
293,2011-12-05,-0.203641
294,2011-12-05,-0.0916119
295,2011-12-05,0.722974
296,2011-12-05,-0.478473
297,2011-12-05,-0.809643
298,2011-12-05,-0.056697
299,2011-12-05,0.014672
300,2011-12-05,-0.0503528
301,2011-12-05,-1.19765
302,2011-12-05,0.258004
303,2011-12-05,0.0677324
304,2011-12-05,-0.543642
306,2011-12-05,-0.0679395
307,2011-12-05,-0.310988
308,2011-12-05,0.0414718
309,2011-12-05,-0.415094
310,2011-12-05,0.148849
311,2011-12-05,1.41677
312,2011-12-05,0.0923763
314,2011-12-05,-0.0123799
315,2011-12-05,0.112498
316,2011-12-05,0.324495
317,2011-12-05,-0.467222
318,2011-12-05,-0.777015
319,2011-12-05,-1.18605
320,2011-12-05,2.65532
321,2011-12-05,-0.792569
322,2011-12-05,0.00933599
323,2011-12-05,0.0486284
324,2011-12-05,-0.687922
325,2011-12-05,-0.0156049
326,2011-12-05,-0.114814
327,2011-12-05,0.11489
328,2011-12-05,0.0140048
329,2011-12-05,-0.649959
330,2011-12-05,-0.206351
331,2011-12-05,0.0744551
332,2011-12-05,0.0355785
333,2011-12-05,0.0107955
334,2011-12-05,-0.315435
335,2011-12-05,-0.0096297
336,2011-12-05,-0.0789742
337,2011-12-05,-0.581273
338,2011-12-05,-0.0494617
339,2011-12-05,0.754514
340,2011-12-05,-0.685624
341,2011-12-05,-0.701135
342,2011-12-05,0.101244
343,2011-12-05,-0.16678
344,2011-12-05,-0.621083
345,2011-12-05,0.837309
346,2011-12-05,-0.0648715
347,2011-12-05,-1.22745
348,2011-12-05,0.0731099
349,2011-12-05,-0.549999
350,2011-12-05,2.20224
351,2011-12-05,-0.0635997
352,2011-12-05,0.941895
353,2011-12-05,-0.167929
354,2011-12-05,-0.290633
355,2011-12-05,-0.0102365
356,2011-12-05,-0.484744
357,2011-12-05,-0.943659
358,2011-12-05,-0.602864
359,2011-12-05,0.223962
360,2011-12-05,0.0391329
361,2011-12-05,-0.00096533
362,2011-12-05,-0.42122
363,2011-12-05,0.072066
364,2011-12-05,-0.328238
365,2011-12-05,0.265409
366,2011-12-05,0.109675
367,2011-12-05,-0.587243
368,2011-12-05,-0.232669
369,2011-12-05,-0.646304
370,2011-12-05,-2.33164
371,2011-12-05,0.0474295
372,2011-12-05,-0.193057
373,2011-12-05,-0.0102571
374,2011-12-05,-0.191619
375,2011-12-05,-1.59469
376,2011-12-05,0.0598974
377,2011-12-05,-0.146072
378,2011-12-05,-0.189632
379,2011-12-05,-0.131286
380,2011-12-05,-1.27416
381,2011-12-05,-0.553076
382,2011-12-05,-0.210306
383,2011-12-05,-0.330538
384,2011-12-05,-0.2467
385,2011-12-05,0.108356
386,2011-12-05,-0.99092
387,2011-12-05,0.0816763
388,2011-12-05,0.0985807
389,2011-12-05,0.0654449
390,2011-12-05,-0.185927
391,2011-12-05,0.774968
392,2011-12-05,-0.385142
393,2011-12-05,-0.421206
394,2011-12-05,-0.0198832
395,2011-12-05,-1.13919
396,2011-12-05,-0.153104
397,2011-12-05,0.0314287
398,2011-12-05,-0.366358
399,2011-12-05,-0.366943
400,2011-12-05,-0.0471365
401,2011-12-05,-0.148194
402,2011-12-05,-0.155975
403,2011-12-05,-0.0607455
404,2011-12-05,-1.20504
405,2011-12-05,-0.508009
406,2011-12-05,-0.143367
407,2011-12-05,-0.488364
408,2011-12-05,0.20597
409,2011-12-05,0.489379
410,2011-12-05,-0.199291
411,2011-12-05,-0.192009
412,2011-12-05,-0.438984
413,2011-12-05,-0.176435
414,2011-12-05,-0.333599
415,2011-12-05,-0.603196
416,2011-12-05,-0.236589
417,2011-12-05,-0.520465
418,2011-12-05,0.0451309
419,2011-12-05,-0.955179
420,2011-12-05,-0.332937
421,2011-12-05,-1.47085
422,2011-12-05,0.182058
423,2011-12-05,0.0285149
424,2011-12-05,-1.71757
425,2011-12-05,-0.747466
426,2011-12-05,-0.578191
427,2011-12-05,-0.0418823
428,2011-12-05,-0.85744
429,2011-12-05,-0.00942453
430,2011-12-05,-1.84769
431,2011-12-05,-0.422527
432,2011-12-05,-0.112463
433,2011-12-05,-0.906533
434,2011-12-05,0.969129
435,2011-12-05,-0.36404
436,2011-12-05,-0.336145
437,2011-12-05,0.666244
438,2011-12-05,0.110628
439,2011-12-05,0.165622
440,2011-12-05,-0.394924
441,2011-12-05,-0.399902
442,2011-12-05,0.228636
443,2011-12-05,-0.22327
444,2011-12-05,0.264542
445,2011-12-05,-1.12456
446,2012-04-05,2.48835
447,2011-12-05,0.877452
448,2011-12-05,-0.623068
449,2011-12-05,-0.0851343
450,2011-12-05,-0.559391
451,2011-12-05,0.113476
452,2011-12-05,-0.430285
453,2011-12-05,-0.0310222
454,2011-12-05,-0.395108
455,2011-12-05,-0.114903
456,2011-12-05,0.00523171
457,2011-12-05,-1.09123
458,2011-12-05,-0.191469
459,2011-12-05,0.0802485
460,2011-12-05,0.0265997
461,2011-12-05,0.375462
462,2011-12-05,-0.206303
463,2011-12-05,-0.476742
464,2011-12-05,-0.401032
465,2011-12-05,-2.78131
466,2011-12-05,0.0598795
467,2011-12-05,-0.0453279
468,2011-12-05,0.101863
469,2011-12-05,-0.833407
470,2011-12-05,-0.422289
471,2011-12-05,-0.559552
472,2011-12-05,0.323732
473,2011-12-05,-0.723116
474,2011-12-05,-0.199231
475,2011-12-05,0.199956
476,2011-12-05,-0.192743
477,2011-12-05,0.664526
478,2011-12-05,-0.785139
479,2011-12-05,0.147552
480,2011-12-05,-0.451906
481,2011-12-05,-1.37291
482,2011-12-05,-0.279372
483,2011-12-05,-2.43337
484,2011-12-05,-1.68322
485,2011-12-05,-2.78624
486,2011-12-05,-0.00524406
487,2011-12-05,0.122331
488,2011-12-05,-0.0869497
489,2011-12-05,-0.41254
490,2011-12-05,-1.90658
491,2011-12-05,-0.0110278
492,2011-12-05,-0.161885
493,2011-12-05,3.04181
494,2011-12-05,-0.252162
495,2011-12-05,0.111124
496,2011-12-05,-0.0806303
497,2011-12-05,-0.535649
498,2011-12-05,-1.80156
499,2011-12-05,-0.847793
500,2011-12-05,0.0192646
501,2011-12-05,-0.445774
502,2011-12-05,-1.59396
503,2011-12-05,-0.45806
504,2011-12-05,0.166347
505,2011-12-05,-0.0746963
506,2011-12-05,0.00671638
507,2011-12-05,0.0745093
508,2011-12-05,-0.0719433
509,2011-12-05,1.94772
510,2011-12-05,-0.396946
511,2011-12-05,-0.238511
512,2011-12-05,-0.0426723
513,2011-12-05,-0.025066
514,2011-12-05,0.000397411
515,2011-12-05,0.201426
516,2011-12-05,-0.279651
517,2011-12-05,-0.177471
518,2011-12-05,-0.281702
519,2011-12-05,-0.924999
520,2011-12-05,-0.708017
521,2011-12-05,-0.514959
522,2011-12-05,0.0667761
523,2011-12-05,-0.95052
524,2011-12-05,-0.165744
525,2011-12-05,0.518793
526,2011-12-05,-0.164997
527,2011-12-05,-0.347754
528,2011-12-05,-0.0885137
529,2011-12-05,-0.106264
530,2011-12-05,-0.345778
531,2011-12-05,0.105081
532,2011-12-05,-0.0923005
533,2011-12-05,0.190212
534,2011-12-05,-1.24811
535,2011-12-05,-0.0280073
536,2011-12-02,-0.0844972
537,2011-12-05,-0.207619
538,2011-12-05,-0.0335319
539,2011-12-05,-0.0887097
540,2011-12-05,0.505104
541,2011-12-05,-0.0508033
542,2011-12-05,0.709789
543,2011-12-05,0.264697
544,2011-12-05,-0.081536
545,2011-12-05,-0.795339
546,2011-12-05,-0.623123
547,2011-12-05,0.0533766
548,2011-12-05,-0.258606
549,2011-12-05,-0.0425491
550,2011-12-05,0.540724
551,2011-12-05,-0.446411
552,2011-12-05,-0.352843
553,2011-12-05,-0.0258337
554,2011-12-05,-0.105815
555,2011-12-05,-0.0520865
556,2011-12-05,-0.81041
557,2011-12-05,-0.367904
558,2011-12-05,-1.24398
559,2011-12-05,1.02878
560,2011-12-05,-0.047904
561,2011-12-05,-0.0760706
562,2011-12-05,-0.536701
563,2011-12-05,0.22695
564,2011-12-05,-1.77301
565,2011-12-05,-0.00187743
566,2011-12-05,-0.684163
567,2011-12-05,-0.414599
568,2011-12-05,-0.145083
569,2011-12-05,-0.64775
570,2011-12-05,-0.198942
571,2011-12-05,-2.35907
572,2011-12-05,-0.411075
573,2011-12-05,-1.42971
574,2011-12-05,0.0319792
575,2011-12-05,-0.198592
576,2011-12-05,-0.45663
577,2011-12-05,-0.0488492
578,2011-12-05,0.142512
579,2011-12-05,0.179892
580,2011-12-05,-0.414801
581,2011-12-05,-0.114852
582,2011-12-05,-0.149581
583,2011-12-05,-0.338797
584,2011-12-05,-0.698064
585,2011-12-05,-0.064544
586,2011-12-05,-0.401037
587,2011-12-05,-0.0251667
588,2011-12-05,-0.887955
589,2011-12-05,0.00413218
590,2011-12-05,1.17867
591,2011-12-05,-0.494228
592,2011-12-05,-0.00104422
593,2011-12-05,-2.07774
594,2011-12-05,-0.372777
595,2011-12-05,-0.128056
596,2011-12-05,0.949885
597,2011-12-05,-0.0329016
598,2012-04-12,0.897687
599,2011-12-05,-0.656971
600,2011-12-05,-0.157539
601,2011-12-05,-0.155456
602,2011-12-05,-3.49457
603,2011-12-05,0.0306055
604,2011-12-05,0.717542
605,2011-12-05,-0.282448
606,2011-12-05,-0.349358
607,2011-12-05,-0.100627
608,2011-12-05,-0.415792
609,2011-12-05,-0.143438
610,2011-12-05,-0.286611
611,2011-12-05,0.0298097
612,2011-12-05,0.177498
613,2011-12-05,-1.28154
614,2011-12-05,-0.339668
615,2011-12-05,-0.148599
616,2011-12-05,-0.0138796
617,2011-12-05,0.862315
618,2011-12-05,-0.0285195
619,2011-12-05,0.0350232
620,2011-12-05,-1.96944
621,2011-12-05,-0.474043
622,2011-12-05,-0.424034
623,2011-12-05,-0.627911
624,2011-12-05,-0.56367
625,2011-12-05,-0.43278
626,2011-12-05,3.13555
627,2011-12-05,0.222349
628,2011-12-05,-0.160529
629,2011-12-05,0.073998
630,2011-12-05,-0.522631
631,2011-12-05,-0.399635
632,2011-12-05,0.0552777
633,2011-12-05,-0.291463
634,2011-12-05,0.0620129
635,2011-12-05,-0.83854
636,2011-12-05,-0.860682
637,2011-12-05,-0.0119212
638,2011-12-05,-0.21465
639,2011-12-05,-0.130426
640,2011-12-05,-0.225323
641,2011-12-05,-0.165748
642,2011-12-05,-0.15104
643,2011-12-05,-0.106001
644,2011-12-05,-0.348223
645,2011-12-05,0.18737
646,2011-12-05,-0.049233
647,2011-12-05,0.0395363
648,2011-12-05,0.00161838
649,2011-12-05,-0.418671
650,2011-12-05,-0.806947
651,2011-12-05,-0.110121
652,2011-12-05,-0.234898
653,2011-12-05,-0.0131527
654,2011-12-05,-0.0686119
655,2011-12-05,-1.04362
656,2011-12-05,0.750108
657,2011-12-05,0.283413
658,2011-12-05,0.236504
659,2011-12-05,-0.372344
660,2011-12-05,-0.315952
661,2011-12-05,-0.231504
662,2011-12-19,-0.0547901
663,2011-12-05,-0.0266039
664,2012-05-01,-0.00549995
665,2011-12-05,-0.696097
666,2011-12-05,-0.0333982
667,2011-12-05,-0.0173828
668,2011-12-05,-0.0878492
669,2011-12-05,-1.44669
670,2011-12-05,0.22173
671,2011-12-05,-0.0299148
672,2011-12-05,-0.252753
673,2011-12-05,-0.436334
674,2011-12-05,0.849884
675,2011-12-05,0.061267
676,2011-12-05,-0.163445
677,2011-12-05,-0.0256726
678,2011-12-05,-0.411195
679,2011-12-05,-0.00756725
680,2011-12-05,0.265416
681,2011-12-05,-0.178534
682,2011-12-05,-0.169215
683,2011-12-05,0.103616
684,2011-12-05,-0.111412
685,2011-12-05,-0.0096662
686,2011-12-05,-0.225575
687,2011-12-05,0.0927342
688,2011-12-05,1.39018
689,2011-12-05,-0.122981
690,2011-12-05,-0.131503
691,2011-12-05,-0.435809
692,2011-12-05,-0.598477
693,2011-12-05,0.602992
694,2011-12-05,-0.179618
695,2011-12-05,-0.256947
696,2011-12-05,-0.102596
697,2011-12-05,-0.459702
698,2011-12-05,-0.0652913
699,2011-12-05,-0.215417
700,2011-12-05,-0.264371
701,2011-12-05,-0.443255
702,2011-12-05,-0.927024
703,2011-12-05,-0.564886
704,2011-12-05,-0.00238895
705,2011-12-05,-0.509551
706,2011-12-05,-1.02411
707,2011-12-05,-0.755018
708,2011-12-05,-0.950507
709,2011-12-05,-0.0356563
710,2011-12-05,-0.0215436
711,2011-12-05,0.681391
712,2011-12-05,0.163393
713,2011-12-05,0.0997541
714,2011-12-05,-0.00336435
715,2011-12-05,0.0395992
716,2011-12-05,0.129254
717,2011-12-05,-0.871306
718,2011-12-05,0.383503
719,2011-12-05,-0.224949
720,2011-12-05,0.871246
721,2011-12-05,-0.210483
722,2011-12-05,0.0139958
723,2011-12-05,-0.0334353
724,2011-12-05,-0.195334
725,2011-12-05,-0.0746314
726,2011-12-05,0.0598464
727,2011-12-05,-0.4626
728,2011-12-05,0.0981967
729,2011-12-05,0.179781
730,2011-12-05,0.548871
731,2011-12-05,0.0552296
732,2011-12-05,-2.55117
733,2011-12-05,-0.799015
734,2011-12-05,-0.0125385
735,2011-12-05,-0.107168
736,2011-12-05,-1.40856
737,2011-12-05,-1.22073
738,2011-12-05,-0.00612146
739,2011-12-05,-0.228406
740,2011-12-05,-0.157043
741,2011-12-05,-0.156377
742,2011-12-05,-0.593279
743,2011-12-05,-0.488958
744,2011-12-05,-0.13157
745,2011-12-05,-2.29692
746,2011-12-05,-0.442953
747,2011-12-05,0.081877
748,2011-12-05,-0.940282
749,2011-12-05,-0.265175
750,2011-12-05,-4.91523
751,2011-12-05,-0.23395
752,2011-12-05,-0.0809021
753,2011-12-05,-0.468432
754,2011-12-05,-0.198103
755,2012-01-03,0
756,2011-12-05,-0.336692
757,2011-12-05,-0.12426
758,2011-12-05,-0.136176
759,2011-12-05,0.0316442
760,2011-12-05,2.03261
761,2011-12-05,-0.318539
762,2011-12-05,0.0265359
763,2011-12-05,-0.222073
764,2011-12-05,-0.0812365
765,2011-12-05,-0.0593195
766,2011-12-05,-0.478853
767,2011-12-05,0.209003
768,2011-12-05,-1.02456
769,2011-12-05,0.0139281
770,2011-12-05,-0.108913
771,2011-12-05,0.0209809
772,2011-12-05,-0.466908
773,2011-12-05,-0.0864114
774,2011-12-05,-0.160161
775,2011-12-05,-0.846511
776,2011-12-05,-1.84746
777,2011-12-05,-0.0793977
778,2011-12-05,-0.0571167
779,2011-12-05,-0.0705414
780,2011-12-05,-0.0279398
781,2011-12-05,0.00722419
782,2011-12-05,-1.36194
783,2011-12-05,-0.336693
784,2011-12-05,0.207694
785,2011-12-05,-1.68869
786,2011-12-05,-0.0547214
787,2011-12-05,-0.0173598
788,2011-12-05,-0.34012
789,2011-12-05,0.0376753
790,2011-12-05,0.358258
791,2011-12-05,0.037126
792,2011-12-05,-1.92331
793,2011-12-05,-0.636787
794,2011-12-05,0.324743
795,2011-12-05,-0.0475165
796,2011-12-05,0.0716181
797,2011-12-05,1.07715
798,2011-12-05,0.242203
799,2011-12-05,-0.130181
800,2011-12-05,-0.725865
801,2011-12-05,0.216522
802,2011-12-05,-1.56914
803,2011-12-05,0.117087
804,2011-12-05,-0.153082
805,2011-12-05,-0.373056
806,2011-12-05,0.0848996
807,2011-12-05,-0.117958
808,2011-12-05,-0.0921012
809,2011-12-05,-0.222717
810,2011-12-05,-0.110227
811,2011-12-05,-1.30453
812,2011-12-05,-0.401353
813,2011-12-05,-0.343544
814,2011-12-05,-1.23529
815,2011-12-05,-0.0399181
816,2011-12-05,0.392582
817,2011-12-05,-0.0345839
818,2011-12-05,0.400978
819,2011-12-05,-1.51821
820,2011-12-05,-0.39861
821,2011-12-05,-0.248047
822,2011-12-05,-0.242119
823,2011-12-05,-0.641724
824,2011-12-05,1.49013
825,2011-12-05,-0.308439
826,2011-12-05,-0.073051
827,2011-12-05,-0.951657
828,2011-12-05,-0.215968
829,2011-12-05,-0.0875105
830,2011-12-05,0.00173018
831,2011-12-05,0.23026
832,2011-12-05,0.062207
833,2011-12-05,0.0251049
834,2011-12-05,-0.805044
835,2011-12-05,-0.220417
836,2011-12-05,0.255568
837,2011-12-05,0.20306
838,2011-12-05,-0.0748067
839,2011-12-05,-0.276054
840,2011-12-05,1.91069
841,2011-12-05,-0.0774017
842,2011-12-05,-0.115024
843,2011-12-05,-0.132873
844,2011-12-05,-0.465118
845,2011-12-05,-0.600966
846,2011-12-05,-0.0379164
847,2011-12-05,-0.789598
848,2011-12-05,-1.94776
849,2011-12-05,-0.305323
850,2011-12-05,0.253862
851,2011-12-05,-0.393464
852,2011-12-05,-0.705723
853,2011-12-05,-0.653381
854,2011-12-05,-1.61313
855,2011-12-05,-0.0937889
856,2011-12-05,-7.2901
857,2011-12-05,-1.93379
858,2011-12-05,0.257257
859,2011-12-05,-0.021709
860,2011-12-05,-0.00870366
861,2011-12-05,0.0367549
862,2011-12-05,-0.869738
863,2011-12-05,-0.239625
864,2011-12-05,-0.305616
865,2011-12-05,-0.0867922
866,2011-12-05,-0.0265032
867,2011-12-05,-0.572038
868,2011-12-05,-0.0797929
869,2011-12-05,-0.0236031
870,2011-12-05,-0.0660546
871,2011-12-05,-0.146184
872,2011-12-05,1.62529
873,2011-12-05,-0.00161694
874,2011-12-05,0.9478
875,2011-12-05,-0.287075
876,2011-12-05,-0.0752365
877,2011-12-05,-0.182208
878,2011-12-05,-0.329236
879,2011-12-05,-0.212854
880,2011-12-05,-0.0224199
881,2011-12-05,-0.482119
882,2011-12-05,0.23283
883,2011-12-05,0.243042
884,2011-12-05,-0.05353
885,2011-12-05,-0.0510816
886,2011-12-05,-0.149151
887,2011-12-05,0.0105828
888,2011-12-05,-0.407497
889,2011-12-05,-1.61798
890,2011-12-05,0.0377181
891,2011-12-05,-0.0722423
892,2011-12-05,0.333695
893,2011-12-05,-0.0491223
894,2011-12-05,0.16727
895,2011-12-05,-1.04112
896,2011-12-05,-0.388053
897,2011-12-05,-0.916009
898,2011-12-05,1.21192
899,2011-12-05,-0.186252
900,2011-12-05,-0.775261
902,2011-12-05,-0.557444
903,2011-12-05,-0.527912
904,2011-12-05,-0.853509
905,2011-12-05,-0.527226
906,2011-12-05,-0.16034
907,2011-12-05,-1.50062
908,2011-12-05,-0.432347
909,2011-12-05,0.645699
910,2011-12-05,-3.71194
911,2011-12-05,-0.145086
912,2011-12-05,-0.468531
913,2011-12-05,0.215051
914,2011-12-05,1.34916
915,2011-12-05,0.00857401
916,2011-12-05,-0.00904823
917,2011-12-05,-0.475335
918,2011-12-05,-0.349266
919,2011-12-05,-0.359152
920,2011-12-05,-0.0912856
921,2011-12-05,-0.608341
922,2011-12-05,-2.5354
923,2011-12-05,-0.326384
924,2011-12-05,-0.0189495
925,2011-12-05,0.423543
926,2011-12-05,0.0675617
927,2011-12-05,0.378799
928,2011-12-05,-1.47739
929,2011-12-05,-0.0156383
930,2011-12-05,0.0706328
931,2011-12-05,0.0809653
932,2011-12-05,0.0325887
933,2011-12-05,-0.0662337
934,2011-12-05,-0.218776
935,2011-12-05,0.124522
936,2011-12-05,0.248825
937,2011-12-05,-0.0104635
