price_date,close_price,dma_10,dma_50,dma_200,ema_diff,ema_macd_9,signalstrength1,ema_diff_5_35,ema_macd_5,signalstrength2
2011-12-16,28,31.042,,,-0.474213,0.269689,-0.743901252746582,-1.66374,-0.686256,-0.977486550807953
2011-12-15,28.62,31.572,,,-0.262194,0.455664,-0.717857271432877,-1.28364,-0.197514,-1.08612960577011
2011-12-14,28.53,31.97,,,-0.0509834,0.635128,-0.686111569404602,-0.915764,0.345548,-1.26131182909012
2011-12-13,29.45,32.391,,,0.228642,0.806656,-0.5780149102211,-0.264854,0.976203,-1.24105703830719
2011-12-12,30.41,32.621,,,0.488482,0.95116,-0.462678849697113,0.370768,1.59673,-1.22595977783203
2011-12-09,31.04,32.836,,,0.715258,1.06683,-0.351570010185242,0.9459,,
2011-12-08,30.89,32.898,,,0.930216,1.15472,-0.224499344825745,1.55364,,
2011-12-07,34.19,32.954,,,1.20626,1.21084,-0.00457155704498291,2.53923,,
2011-12-06,34.87,32.742,,,1.20506,1.21198,-0.00692093372344971,2.57409,,
2011-12-05,34.42,32.431,,,1.11678,1.21371,-0.0969268083572388,,,
2011-12-02,33.3,32.249,,,1.03373,,,,,
2011-12-01,32.6,32.287,,,1.02673,,,,,
2011-11-30,32.74,32.521,,,1.07412,,,,,
2011-11-29,31.75,32.64,,,1.10473,,,,,
2011-11-28,32.56,32.787,,,1.22847,,,,,
2011-11-25,31.66,32.895,,,1.28611,,,,,
2011-11-23,31.45,32.862,,,1.43258,,,,,
2011-11-22,32.07,32.805,,,1.62011,,,,,
2011-11-21,31.76,32.782,,,,,,,,
2011-11-18,32.6,32.733,,,,,,,,
2011-11-17,33.68,32.704,,,,,,,,
2011-11-16,34.94,32.582,,,,,,,,
2011-11-15,33.93,31.959,,,,,,,,
2011-11-14,33.22,31.454,,,,,,,,
2011-11-11,33.64,31.069,,,,,,,,
2011-11-10,31.33,30.692,,,,,,,,
2011-11-09,30.88,30.435,,,,,,,,
2011-11-08,31.84,30.145,,,,,,,,
2011-11-07,31.27,29.786,,,,,,,,
2011-11-04,32.31,29.514,,,,,,,,
2011-11-03,32.46,29.086,,,,,,,,
